row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
558,정상운영,체력단련장,남양주시,별내동,경기도,믿음GYM,경기도 남양주시 별내2로 64 (별내동),경기도 남양주시 별내동 1008 쎈타프라자
559,정상운영,체력단련장,고양시,일산동,경기도,휘트니스 칸 일산점,경기도 고양시 일산서구 일산로 529 (일산동),경기도 고양시 일산서구 일산동 1083-1 대화프라자
560,정상운영,체력단련장,용인시,중동,경기도,설레여짐,경기도 용인시 기흥구 동백중앙로 191(중동),경기도 용인시 기흥구 중동 849-2 씨티프라자
561,정상운영,체력단련장,안성시,대천동,경기도,대천스포츠,경기도 안성시 중앙4길 6(대천동),경기도 안성시 대천동 65-1
562,정상운영,체력단련장,파주시,당동리,경기도,코이스 짐(COYS GYM),경기도 파주시 문산읍 당동2로 11,경기도 파주시 문산읍 당동리 888-1
563,정상운영,체력단련장,김포시,장기동,경기도,소마무브,경기도 김포시 김포한강4로 131(장기동),경기도 김포시 장기동 1602 정현메디피아
564,정상운영,체력단련장,강동구,,서울특별시,밀리언짐,"서울특별시 강동구 상암로3길 8, 암사동정웅빌딩 (암사동)",서울특별시 강동구 암사동 502-4 암사동정웅빌딩 
565,정상운영,체력단련장,광명시,,경기도,Beat16 철산점,경기도 광명시 오리로854번길 16(철산동),경기도 광명시 철산동 421 금강빌딩
566,정상운영,체력단련장,광명시,,경기도,짐박스피트니스 광명하안점,경기도 광명시 하안로 258(하안동),경기도 광명시 하안동 200-1 경향빌딩
567,정상운영,체력단련장,홍성군,남장리,충청남도,파워스포츠,충청남도 홍성군 홍성읍 문화로72번길 69,충청남도 홍성군 홍성읍 남장리 91-1 태경빌딩
568,폐업,체력단련장,청주시,금천동,충청북도,해머짐(HAMMER GYM),충청북도 청주시 상당구 중고개로 333 (금천동),
569,정상운영,체력단련장,용산구,한강로3가,서울특별시,센트럴짐,서울특별시 용산구 서빙고로 17(한강로3가),서울특별시 용산구 한강로3가 98
570,정상운영,체력단련장,강서구,공항동,서울특별시,바크짐,"서울특별시 강서구 공항대로 13, 대룡드림타워-II 지하1층 (공항동)",서울특별시 강서구 공항동 45-19 대룡드림타워-II   지하1층 
571,정상운영,체력단련장,창원시,팔용동,경상남도,팀베스트 휘트니스,경상남도 창원시 의창구 평산로 96(팔용동),경상남도 창원시 의창구 팔용동 42-1 웰빙프라자
572,정상운영,체력단련장,창원시,산호동,경상남도,산호헬스,경상남도 창원시 마산합포구 산호남로 1 (산호동),경상남도 창원시 마산합포구 산호동 32-24 산호빌딩
573,폐업,체력단련장,김해시,부곡동,경상남도,에너지 핏클럽,경상남도 김해시 능동로155번길 2 (부곡동),경상남도 김해시 부곡동 1161-8
574,정상운영,체력단련장,송파구,거여동,서울특별시,AR휘트니스,서울특별시 송파구 양산로 40(거여동),서울특별시 송파구 거여동 566
575,정상운영,체력단련장,진주시,초전동,경상남도,코앞휘트니스사우나,경상남도 진주시 초북로20번길 5-8 (초전동),경상남도 진주시 초전동 1705-8
576,정상운영,체력단련장,남구,문학동,인천광역시,더 힐 스토리,인천광역시 남구 매소홀로 618 (문학동),인천광역시 남구 문학동 482 문학경기장
577,정상운영,체력단련장,밀양시,삼문동,경상남도,D GYM,경상남도 밀양시 삼문중앙로 37(삼문동),경상남도 밀양시 삼문동 162-2
578,정상운영,체력단련장,연수구,송도동,인천광역시,더피티짐 2호점,인천광역시 연수구 인천타워대로197번길 16 (송도동),인천광역시 연수구 송도동 96
579,정상운영,체력단련장,수원시,호매실동,경기도,큐어핏,경기도 수원시 권선구 호매실로104번길 90(호매실동),경기도 수원시 권선구 호매실동 1400
580,정상운영,체력단련장,예천군,산합리,경상북도,안동헬스 2호점,경상북도 예천군 호명면 새움3로 20,경상북도 예천군 호명면 산합리 1408 신성프라자
581,폐업,체력단련장,창원시,,경상남도,스포월드헬스클럽,"경상남도 창원시 의창구 도계로 57 (도계동, 중앙상가 5층)","경상남도 창원시 의창구 도계로 57 (도계동, 중앙상가 5층)"
582,정상운영,체력단련장,고양시,탄현동,경기도,로그인짐,경기도 고양시 일산서구 탄중로233번길 25 (탄현동),경기도 고양시 일산서구 탄현동 1490-1 양우프라자
583,정상운영,체력단련장,광명시,,경기도,일루고짐(철산동),"경기도 광명시 도덕공원로 59(철산동, 광명푸르지오아파트)",경기도 광명시 철산동 631 광명푸르지오아파트
584,정상운영,체력단련장,광명시,,경기도,초이스짐,경기도 광명시 서독로 392(일직동),경기도 광명시 일직동 380-10 광명역D환승주차장
585,정상운영,체력단련장,광명시,철산동,경기도,하프타임(HALFTIME),경기도 광명시 도덕공원로 27(철산동),경기도 광명시 철산동 509-265 삼우빌딩
586,정상운영,체력단련장,강남구,,서울특별시,크리스탈 휘트니스(258),서울특별시 강남구 테헤란로57길 21 (역삼동),서울특별시 강남구 역삼동 696-50 지하1층 
