row_num,faci_stat_nm,ftype_nm,cp_nm,cpb_nm,addr_emd_nm,faci_nm,faci_road_addr,faci_addr,faci_lat,faci_lot
4530,정상운영,태권도,전라남도,여수시,,고려성민 태권도장 2관(신월점),전라남도 여수시 신월로 611(신월동),전라남도 여수시 신월동 1621-4,34.72744317,127.7126104
4531,정상운영,태권도,경기도,성남시,중앙동,퍼스트태권도 파워점핑,,경기 성남시 중원구 중앙동 2979,37.43917696,127.1489088
4532,정상운영,태권도,인천광역시,서구,금곡동,금곡태권도장,인천광역시 서구 완정로228번길 9(금곡동),인천광역시 서구 금곡동 722-3,37.60463842,126.6513605
4533,정상운영,태권도,부산광역시,동래구,,고구려 태권도,부산광역시 동래구 명장로 129(안락동),부산광역시 동래구 안락동 471-1 아스트프라자,0,0
4534,정상운영,태권도,충청북도,청주시,봉산리,힘찬태권도,충청북도 청주시 흥덕구 오송읍 오송생명14로 215(오송역 동아라이크텐),충청북도 청주시 흥덕구 오송읍 봉산리 1527 오송역 동아라이크텐,36.61405409,127.3096949
4535,정상운영,태권도,경기도,남양주시,호평동,용인대 다한 태권도장,경기도 남양주시 백봉로 32(호평동 두산 알프하임),경기도 남양주시 호평동 730 두산 알프하임,37.65244558,127.2539757
4536,정상운영,태권도,경기도,남양주시,,팀 제이 멀티짐 주짓수 종합격투기 MMA 태권도,경기도 남양주시 평내로 88(평내동),경기도 남양주시 평내동 604 드림코아,37.64329603,127.2369113
4537,정상운영,태권도,인천광역시,서구,,청라 태권도장,인천광역시 서구 비즈니스로28번길 13(청라동 청라 디 이스트),인천광역시 서구 청라동 102-10 청라 디 이스트,37.52663838,126.6229093
4538,정상운영,태권도,경기도,평택시,세교동,지제HIT 태권도장,경기도 평택시 지제동삭1로 91(세교동 힐스테이트 지제역),경기도 평택시 세교동 0 힐스테이트 지제역,37.0219837,127.0791751
4539,정상운영,태권도,서울특별시,영등포구,양평동4가,한맥태권도,서울특별시 영등포구 선유로51길 27-1(양평동4가),서울특별시 영등포구 양평동4가 124-1,37.53766158,126.895156
4540,정상운영,태권도,인천광역시,서구,당하동,연세대튼튼태권도,인천광역시 서구 서곶로 782(당하동 한양프라자),인천광역시 서구 당하동 1115-4 한양프라자,37.58736062,126.6754944
4541,정상운영,태권도,경기도,광주시,태전동,용인대 스타태권도장,경기도 광주시 태전중앙1길 5(태전동),경기도 광주시 태전동 87-94,37.38223276,127.2285165
4542,정상운영,태권도,경기도,용인시,,PEAK 태권도 연구소,경기도 용인시 처인구 모현읍 백옥대로2384번길 21-41,경기도 용인시 처인구 모현읍 왕산리 795 중앙학원,37.33665746,127.2500685
4543,정상운영,태권도,광주광역시,동구,월남동,국가대표 태권도,광주광역시 동구 남문로 307 (월남동 월남호반베르디움 2차),,35.10084398,126.9384224
4544,정상운영,태권도,부산광역시,부산진구,가야동,금빛나래태권도,부산광역시 부산진구 가야대로 597 (가야동 한신센타뷰),부산광역시 부산진구 가야동 56-2 한신센타뷰,35.15514772,129.0369998
4545,정상운영,태권도,경기도,파주시,마지리,적성태권도장,경기도 파주시 적성면 청송로 1025,경기도 파주시 적성면 마지리 46-9,37.95469109,126.9187998
4546,정상운영,태권도,경기도,파주시,야당동,고려운정태권도장,경기도 파주시 와석순환로 35 한빛마을8단지휴먼시아 상가동 203~5호 (야당동),경기도 파주시 야당동 1031 한빛마을8단지휴먼시아아파트 ,37.70860727,126.7549942
4547,정상운영,태권도,인천광역시,남구,용현동,청담덕승태권도,인천광역시 남구 매소홀로 167 (용현동),인천광역시 남구 용현동 627-534 신창미션힐,37.44427569,126.6421523
4548,정상운영,태권도,인천광역시,남구,도화동,경희대 서화 태권도,인천광역시 남구 숙골로 120 (도화동),인천광역시 남구 도화동 0,37.47261012,126.6615654
4549,정상운영,태권도,경기도,파주시,금촌동,백두 태권도,경기도 파주시 마음밭길 114 (금촌동 대방노블랜드아파트),경기도 파주시 금촌동 1015 대방노블랜드아파트,37.76998091,126.7704814
4550,정상운영,태권도,경기도,하남시,망월동,경희대 퍼스트 태권도,경기도 하남시 미사강변동로 20-2 (망월동),,37.55774414,127.196751
4551,정상운영,태권도,인천광역시,남구,용현동,슈퍼아이태권도장,인천광역시 남구 독배로317번길 23 (용현동),인천광역시 남구 용현동 665-4 해성프라자,37.44788849,126.6474646
4552,정상운영,태권도,인천광역시,남구,숭의동,통일무도 인천 총 본관,인천광역시 남구 경인로51번길 31 (숭의동),인천광역시 남구 숭의동 129-5,37.46581304,126.6480361
4553,정상운영,태권도,경기도,광명시,소하동,용인대아이스타유소년스포츠센터,경기도 광명시 금하로 464 (소하동),,37.44845468,126.8840407
4554,정상운영,태권도,충청북도,청주시,가마리,경희대 화랑 태권도,충청북도 청주시 서원구 남이면 2순환로 1717 (청주가마힐데스하임),,36.5985157,127.4701771
4555,정상운영,태권도,경기도,화성시,,참교육 태권도장,경기도 화성시 경기도 화성시 병점2로 45 지하1층 (병점동 AA참교육문화센터),경기도 화성시 경기도 화성시 병점2로 45 지하1층 (병점동 AA참교육문화센터),37.20702039,127.0415276
4556,정상운영,태권도,경기도,화성시,,서봉 경희 태권도장,경기도 화성시 경기도 화성시 향남읍 상신하길로328번길 21 상가동 201호 (서봉마을 사랑으로부영3단지아파트),경기도 화성시 경기도 화성시 향남읍 상신하길로328번길 21 상가동 201호 (서봉마을 사랑으로부영3단지아파트),37.11928643,126.9124948
4557,정상운영,태권도,경상북도,안동시,갈전리,도청미래태권도장,경상북도 안동시 풍천면 검무로 48,,36.57727903,128.4969537
4558,정상운영,태권도,경상북도,안동시,송현동,태사랑 태권도장,경상북도 안동시 송하1길 74 (송현동),,36.56988509,128.6936504
4559,정상운영,태권도,경기도,용인시,,지킴이태권도,수지구 수풍로131번길 2 (동천동),,37.33566308,127.0933842
4560,정상운영,태권도,경기도,연천군,전곡리,찬빈태권도체육관,경기도 연천군 전곡읍 은전로95번길 11,,38.02905761,127.0698059
4561,정상운영,태권도,인천광역시,남동구,서창동,학사 태권도,인천광역시 남동구 서창남순환로 223 (서창동),,37.42483654,126.7489213
4562,정상운영,태권도,경기도,화성시,,ECN태권도장,경기도 화성시 경기도 화성시 동탄대로시범길 122,경기도 화성시 경기도 화성시 동탄대로시범길 122,37.19792931,127.1068614
4563,정상운영,태권도,경기도,화성시,,한백경희대태권도장,경기도 화성시 경기도 화성시 동탄대로24길 199,경기도 화성시 경기도 화성시 동탄대로24길 199,37.20794265,127.1173747
4564,정상운영,태권도,경기도,화성시,,경희대라이언태권도장,경기도 화성시 경기도 화성시 효행로1156번길 10 2층 (병점동),경기도 화성시 경기도 화성시 효행로1156번길 10 2층 (병점동),37.21386074,127.051752
4565,정상운영,태권도,경상북도,포항시,장성동,나라찬태권도장,경상북도 포항시 북구 새천년대로1249번길 22 (장성동),,36.07590335,129.3831119
4566,정상운영,태권도,대전광역시,서구,월평동,VIP 태권도장,대전광역시 서구 청사서로 41 (월평동 백합아파트),,36.36136536,127.3764247
4567,정상운영,태권도,경기도,화성시,,용인대 우리i 태권도,경기도 화성시 경기도 화성시 향남읍 발안서로 15,경기도 화성시 경기도 화성시 향남읍 발안서로 15,37.13156118,126.9060344
4568,정상운영,태권도,경기도,화성시,,마루한 태권도장,경기도 화성시 경기도 화성시 향남읍 행정동로 91 3층,경기도 화성시 경기도 화성시 향남읍 행정동로 91 3층,37.13255627,126.9269657
4569,정상운영,태권도,경기도,화성시,,용인대 장안 태권도,경기도 화성시 경기도 화성시 우정읍 조암동로36번길 1 2층 2호,경기도 화성시 경기도 화성시 우정읍 조암동로36번길 1 2층 2호,37.08791948,126.8228978
4570,정상운영,태권도,경기도,화성시,반송동,경희대상무태권도장,경기도 화성시 동탄솔빛로 62(반송동),경기도 화성시 반송동 217-1 리첸프라자,37.19396677,127.0743177
4571,정상운영,태권도,경기도,화성시,,희망찬 드림 태권도장,경기도 화성시 10용사로 349-5 스타타워 304~305호 (능동),경기도 화성시 능동 1152-3 스타타워 ,0,0
4572,정상운영,태권도,경기도,화성시,,B&B태권스포츠스쿨,경기도 화성시 경기도 화성시 병점중앙로 230-10 2층 (진안동 GS자이아파트 상가동),경기도 화성시 경기도 화성시 병점중앙로 230-10 2층 (진안동 GS자이아파트 상가동),37.2174026,127.0349626
4573,정상운영,태권도,경기도,화성시,,동탄 한울태권도장,경기도 화성시 경기도 화성시 동탄반석로 13,경기도 화성시 경기도 화성시 동탄반석로 13,37.19262065,127.0788272
4574,정상운영,인공암벽장,대구광역시,달서구,월성동,초크업 클라이밍 월성점,대구광역시 달서구 상원로 184-8(월성동),대구광역시 달서구 월성동 1217-1,35.82357808,128.5273188
4575,정상운영,인공암벽장,대전광역시,서구,괴정동,대전 클라이밍 센터,대전광역시 서구 갈마로 163(괴정동),대전광역시 서구 괴정동 128-9,36.33949346,127.3751411
4576,정상운영,인공암벽장,경기도,수원시,인계동,킹콩클라이밍,경기도 수원시 팔달구 경수대로 572(인계동),경기도 수원시 팔달구 인계동 942,37.27671852,127.0308896
4577,정상운영,인공암벽장,경기도,수원시,우만동,수원클라이밍센터,경기도 수원시 팔달구 월드컵로357번길 23-18(우만동),경기도 수원시 팔달구 우만동 483-5 송희아트,37.28813791,127.0306172
4578,정상운영,인공암벽장,광주광역시,북구,,광주실내암벽,광주광역시 북구 하남대로 828-1(운암동),광주광역시 북구 운암동 1597,0,0
4579,정상운영,인공암벽장,전라남도,목포시,,부주산국제스포츠클라이밍센터,,,0,0
4580,정상운영,인공암벽장,전라북도,군산시,소룡동,인공암벽장,전라북도 군산시 솔꼬지1길 46 (소룡동),전라북도 군산시 소룡동  1071-3 군산시민공암장,35.97953526,126.6877159
4581,정상운영,인공암벽장,부산광역시,금정구,,인공암벽장,,명륜동 146,35.21097921,129.0888677
4582,정상운영,인공암벽장,경상북도,김천시,삼락동,김천인공암벽장,경상북도 김천시 운동장길 1(삼락동),경상북도 김천시 삼락동 488-1 김천종합스포츠타운,36.13969402,128.086502
4583,정상운영,인공암벽장,광주광역시,서구,치평동,상무 인공암벽장,광주광역시 서구 상무시민로 3 (치평동),광주광역시 서구 치평동 1163-2 세계광엑스포주제관,35.15618338,126.8393256
4584,정상운영,인공암벽장,서울특별시,중랑구,신내동,몽키즈 클라이밍,서울특별시 중랑구 신내로17길 39(신내동),서울특별시 중랑구 신내동 654 진로아파트,37.61513315,127.09377
4585,정상운영,인공암벽장,울산광역시,남구,선암동,선암인공암벽장,울산광역시 남구 선암호수길 104 (선암동),울산광역시 남구 선암동 476-2,35.51689935,129.3224892
4586,정상운영,인공암벽장,경기도,부천시,춘의동,부천종합운동장 인공암벽장,경기도 부천시 소사로 482 (춘의동),경기도 부천시 춘의동 8 부천종합운동장국궁장체육관,37.50256698,126.7990239
4587,정상운영,인공암벽장,경기도,부천시,상동,부천클라이밍센터,경기도 부천시 부일로 300(상동),경기도 부천시 상동 326-15,37.48820974,126.7635448
4588,정상운영,인공암벽장,경기도,오산시,오산동,오산스포츠센터인공암벽장,경기도 오산시 경기동로 33 (오산동),경기도 오산시 오산동 40 오산스포츠센터,37.15869492,127.0756551
4589,정상운영,인공암벽장,경기도,고양시,대화동,인공암벽등반경기장,경기도 고양시 일산서구 중앙로 1601 (대화동),,37.67998391,126.7404822
4590,정상운영,인공암벽장,경기도,화성시,반송동,센트럴파크 인공암벽장,경기도 화성시 동탄공원로1길 26-23(반송동),경기도 화성시 반송동 59,37.20375582,127.0612102
4591,정상운영,인공암벽장,강원도,홍천군,태학리,홍천스포츠클라이밍센터,강원도 홍천군 홍천읍 태학여내길 31-1,강원도 홍천군 홍천읍 태학리 145-12,37.70910325,127.9061773
4592,정상운영,인공암벽장,충청남도,아산시,방축동,신정호 인공암벽장,충청남도 아산시 신정로 616 (방축동),충청남도 아산시 방축동 5 신정호공원,36.7726103,126.9831399
4593,정상운영,인공암벽장,전라북도,남원시,월락동,인공암벽장,전라북도 남원시 충정로 341 (월락동),전라북도 남원시 월락동  248 춘향골체육공원,35.43086752,127.4054607
4594,정상운영,인공암벽장,경상북도,경주시,손곡동,경주베이스볼파크 인공암벽장,경상북도 경주시 천북남로 357 (손곡동),경상북도 경주시 손곡동 519-1,35.86479558,129.2812982
4595,정상운영,인공암벽장,경상북도,울릉군,도동리,인공암벽장,경상북도 울릉군 울릉읍 약수터길 71,경상북도 울릉군 울릉읍 도동리 584-8,37.48257884,130.9011592
4596,정상운영,인공암벽장,경상남도,사천시,용강동,인공암벽장,경상남도 사천시 주공로 32-1 (용강동),,34.94318911,128.0875687
4597,정상운영,인공암벽장,경상남도,사천시,정의리,실내인공암벽장,경상남도 사천시 사천읍 구암두문로 85,,35.09039106,128.095849
4598,정상운영,인공암벽장,경상남도,거제시,고현동,인공암벽장,경상남도 거제시 계룡로11길 35 (고현동),경상남도 거제시 고현동 910 거제시체육관,34.88273388,128.6163077
4599,정상운영,인공암벽장,경상남도,산청군,옥산리,인공암벽장,,경남 산청군 산청읍 옥산리 725,35.40912234,127.8730871
4600,정상운영,인공암벽장,제주특별자치도,,오라일동,인공암벽장,제주특별자치도 제주시 서광로2길 24(오라일동),제주특별자치도 제주시 오라일동 1165,33.49506215,126.5187975
4601,정상운영,인공암벽장,전라북도,익산시,,인공암벽장,,,0,0
4602,정상운영,인공암벽장,경기도,이천시,,설봉공원 인공암벽등반장,이천시 관고동 375-4외2,,37.27880855,127.4263229
4603,정상운영,인공암벽장,경기도,성남시,,인공암벽(실외),중원구 제일로 60,경기 성남시 중원구 제일로 60,37.43159995,127.1380832
4604,정상운영,인공암벽장,광주광역시,서구,,인공암벽장,,,0,0
4605,정상운영,인공암벽장,경상남도,양산시,북부동,(인공암벽장-01) 양산종합운동장,경상남도 양산시 양산대로 849(북부동),경상남도 양산시 북부동 533 양산종합운동장,35.34851958,129.0354802
4606,정상운영,인공암벽장,광주광역시,서구,,클라임라운지,광주광역시 서구 금화로383번길 10(화정동),광주광역시 서구 화정동 965,0,0
4607,정상운영,인공암벽장,강원도,강릉시,교동,강릉 클라이밍,강원도 강릉시 정원로 42(교동),강원도 강릉시 교동 1889-5,37.76227626,128.8771799
4608,정상운영,인공암벽장,경기도,광주시,,티클라이밍,경기도 광주시 신현로 4(신현동),경기도 광주시 신현동 724-3 태성빌딩,37.36025968,127.1474283
4609,정상운영,인공암벽장,대구광역시,동구,신서동,동구 펀앤펀클라이밍센터,대구광역시 동구 안심로 366(신서동),대구광역시 동구 신서동 526-1,35.8677837,128.7243621
4610,정상운영,인공암벽장,경기도,성남시,,비클라이밍,경기도 성남시 분당구 백현로144번길 29-1 (정자동),경기도 성남시 분당구 정자동 38-5,0,0
4611,정상운영,인공암벽장,서울특별시,서대문구,북가좌동,몽키즈클라이밍 북가좌점,서울특별시 서대문구 응암로 54 (북가좌동),서울특별시 서대문구 북가좌동 306-17 서부프라자빌딩,37.57789224,126.9102045
4612,정상운영,인공암벽장,경기도,고양시,덕이동,하이프렉스,경기도 고양시 일산서구 덕이로 20(덕이동),경기도 고양시 일산서구 덕이동 219-8 양우씨네플렉스,37.68948495,126.7570113
4613,정상운영,인공암벽장,서울특별시,중랑구,상봉동,크래커클라이밍,서울특별시 중랑구 면목로92길 37-4 (상봉동 다온 APT),서울특별시 중랑구 상봉동 102 다온 APT,37.59584844,127.087934
4614,정상운영,인공암벽장,대구광역시,북구,침산동,초크업 클라이밍 침산점,대구광역시 북구 침산남로 92(침산동),대구광역시 북구 침산동 430-7,35.8890485,128.5858427
4615,정상운영,인공암벽장,경기도,평택시,합정동,트윈 클라이밍짐,경기도 평택시 평택3로 30 (합정동),경기도 평택시 합정동 746-9,36.99158813,127.0936922
4616,정상운영,인공암벽장,전라남도,나주시,빛가람동,빛가람 클라이밍 짐,전라남도 나주시 우정로 72(빛가람동),전라남도 나주시 빛가람동 196-4 더클래스빌딩,35.02347189,126.787307
4617,정상운영,인공암벽장,서울특별시,서대문구,창천동,PEAKERS,서울특별시 서대문구 신촌로 129 (창천동),서울특별시 서대문구 창천동 20-25 아트레온,37.55656393,126.9403281
4618,정상운영,인공암벽장,경상북도,경주시,,경주클라이밍센터,경상북도 경주시 원화로 387(황성동),경상북도 경주시 황성동 1053-54,35.8550207,129.21846
4619,정상운영,인공암벽장,경기도,안성시,만정리,클라임팩토리,경기도 안성시 공도읍 공도로 159,경기도 안성시 공도읍 만정리 279-35,37.00348585,127.1765591
4620,정상운영,인공암벽장,대구광역시,서구,,볼더라운지 플립 대구점,대구광역시 서구 달성공원로 9-2(비산동),대구광역시 서구 비산동 156-23,0,0
4621,정상운영,인공암벽장,경상북도,경주시,,설우클라이밍,경상북도 경주시 황성로 59(황성동),경상북도 경주시 황성동 277-4,35.86742833,129.216985
4622,정상운영,인공암벽장,전라북도,전주시,,인공암벽장,,,0,0
4623,정상운영,인공암벽장,전라남도,여수시,,플레이스포츠센터,전라남도 여수시 학동2길 22(학동 프라임시티),전라남도 여수시 학동 39-13 프라임시티,0,0
4624,정상운영,인공암벽장,경기도,안양시,,펀클라임,경기도 안양시 동안구 시민대로327번길 6(관양동),경기도 안양시 동안구 관양동 1019-5 W에이스타워,37.39664914,126.9669642
4625,정상운영,인공암벽장,부산광역시,동래구,,죠스클라이밍,부산광역시 동래구 사직로 48(사직동),부산광역시 동래구 사직동 92-8 호영빌딩,35.1958421,129.0603713
4626,정상운영,인공암벽장,부산광역시,북구,덕천동,인공암벽장,부산광역시 북구 만덕대로65번길 83 (덕천동),부산광역시 북구 덕천동 457-38,35.21542008,129.0105477
4627,정상운영,인공암벽장,광주광역시,남구,봉선동,레드원클라이밍,광주광역시 남구 봉선2로 81(봉선동),광주광역시 남구 봉선동 156,35.12612252,126.9152476
4628,정상운영,인공암벽장,세종특별자치시,세종시,도담동,아름클라이밍,세종특별자치시  다솜1로 220 (도담동 도램마을 5단지),,36.52281247,127.2584048
4629,정상운영,인공암벽장,경기도,성남시,판교동,판교인공암벽장,경기도 성남시 분당구 판교공원로4길 27(판교동),경기도 성남시 분당구 판교동 553 분당판교청소년수련관 판교도서관,37.39584052,127.0907624
4630,정상운영,인공암벽장,경기도,성남시,성남동,성남종합스포츠센터 인공암벽장,경기도 성남시 중원구 제일로 60 (성남동),,36.49787653,127.265434
4631,정상운영,인공암벽장,전라남도,목포시,,목포국제스포츠클라이밍센터,,,0,0
4632,정상운영,인공암벽장,경기도,고양시,,일산클라이밍센터,경기도 고양시 일산동구 중앙로 1123 228229230호 (백석동 흰돌마을2단지아파트),경기도 고양시 일산동구 백석동 1351 흰돌마을2단지아파트 ,36.49787653,127.265434
4633,정상운영,인공암벽장,대구광역시,,용수동,팔공산인공암벽장,대구광역시 동구 동화사2길 21-7 (용수동),대구광역시 동구 용수동  14-7,35.99100372,128.6973478
4634,정상운영,인공암벽장,인천광역시,연수구,송도동,비블럭클라이밍,인천광역시 연수구 아트센터대로 149 (송도동),인천광역시 연수구 송도동 23-1 커낼워크D1 SPRING,37.39818431,126.6356514
4635,정상운영,인공암벽장,경기도,시흥시,,(주)클라임잇,경기도 시흥시 배미골길 24(목감동),경기도 시흥시 목감동 414-2 (주)아이지디,0,0
4636,정상운영,인공암벽장,서울특별시,강북구,,(주)락랜드,서울특별시 강북구 도봉로 315 (수유동 에피소드 수유 838),서울특별시 강북구 수유동 740 에피소드 수유 838,37.63693054,127.0232816
4637,정상운영,인공암벽장,울산광역시,북구,,몽클라이밍센터,울산광역시 북구 당수골2길 43 (호계동),울산광역시 북구 호계동 985-5 ,0,0
4638,정상운영,인공암벽장,경기도,양평군,양근리,인공암벽장(실외),경기도 양평군 양평읍 군청앞길 2,,37.49174101,127.4876822
4639,정상운영,인공암벽장,경상북도,문경시,흥덕동,문경국제클라이밍센터,경상북도 문경시 영강공원길 125 (흥덕동),경상북도 문경시 흥덕동 77-2,36.60294725,128.2121779
4640,정상운영,인공암벽장,경상남도,김해시,,인공암벽장,경상남도 김해시 가야로 245,경상남도 김해시 가야로 245,0,0
4641,정상운영,인공암벽장,강원도,동해시,,인공암벽장,,,0,0
4642,정상운영,인공암벽장,경기도,화성시,,인공암장(동탄센트럴파크),화성시 반송동 59,화성시 반송동 59,37.20401189,127.0636047
4643,정상운영,인공암벽장,강원도,고성군,,거진인공암벽장,,,0,0
4644,정상운영,인공암벽장,서울특별시,중랑구,면목동,중랑스포츠클라이밍 경기장,서울특별시 중랑구 용마산로 250-12(면목동),서울특별시 중랑구 면목동 산1-4 용마배수지 용마산돌산공원,37.57338396,127.0909428
4645,정상운영,인공암벽장,대전광역시,,노은동,인공암벽장,대전광역시 유성구 월드컵대로 32 (노은동),대전광역시 유성구 노은동 270 대전월드컵경기장,36.36456446,127.3241957
4646,정상운영,인공암벽장,경기도,시흥시,대야동,대야동 인공암벽장,경기도 시흥시 소래산길 11 (대야동),,37.44850647,126.7846941
4647,정상운영,인공암벽장,충청남도,천안시,신부동,도솔광장 인공암벽장,충청남도 천안시 동남구 천안대로 844(신부동),충청남도 천안시 동남구 신부동 124 도솔광장,36.82433374,127.1629634
4648,정상운영,인공암벽장,경기도,파주시,목동동,정글짐 클라이밍센터,경기도 파주시 청암로17번길 53(목동동),경기도 파주시 목동동 939-2,37.72818253,126.7352236
4649,정상운영,인공암벽장,경상북도,청송군,내룡리,청송클라이밍아카데미인공암벽장,경상북도 청송군 부동면 팔각산로 11-4,경상북도 청송군 부동면 내룡리 72-2 연수원,36.3192043,129.2065345
4650,정상운영,인공암벽장,서울특별시,영등포구,도림동,영등포스포츠클라이밍경기장,서울특별시 영등포구 도신로15길 11 (도림동),서울특별시 영등포구 도림동 254 영등포 스포츠클라이밍경기장,37.50608153,126.8978153
4651,정상운영,인공암벽장,서울특별시,관악구,봉천동,인클라이밍,서울특별시 관악구 남부순환로 1951 (봉천동),서울특별시 관악구 봉천동 1690-152,37.47638923,126.966079
4652,정상운영,인공암벽장,서울특별시,관악구,봉천동,in클라이밍센터,서울특별시 관악구 봉천로 565-1 (봉천동),서울특별시 관악구 봉천동 1661-6,37.4776722,126.9606107
4653,정상운영,인공암벽장,서울특별시,관악구,신림동,더월클라이밍(주) 신림점,서울특별시 관악구 신원로 35 (신림동),서울특별시 관악구 신림동 1638-1 삼모 더 프라임 타워,37.48231224,126.9290234
4654,정상운영,인공암벽장,부산광역시,사상구,모라동,포고 클라임,부산광역시 사상구 사상로 415 (모라동),부산광역시 사상구 모라동 728-29 (주)제이드엠,35.18179138,128.9855415
4655,정상운영,인공암벽장,경기도,수원시,이목동,더준시티,경기도 수원시 장안구 장안로 473(이목동),경기도 수원시 장안구 이목동 167-2,37.31861763,126.9774195
4656,정상운영,인공암벽장,경기도,평택시,비전동,홍종열클라이밍짐,경기도 평택시 비전2로 216(비전동),경기도 평택시 비전동 1095 로얄 프라자,37.00225389,127.1141594
4657,정상운영,인공암벽장,경기도,화성시,진안동,볼더박스 클라임,경기도 화성시 경기대로 1038 (진안동),경기도 화성시 진안동 527-16,37.20844604,127.0350806
4658,정상운영,인공암벽장,광주광역시,동구,,바위클라이밍짐,광주광역시 동구 예술길 31-15 (대의동),광주광역시 동구 대의동 10-1 광주아트센터,0,0
4659,정상운영,인공암벽장,서울특별시,관악구,,정지현 클라이밍 짐,서울특별시 관악구 봉천로 462 (봉천동),서울특별시 관악구 봉천동 870-2 은일빌딩,0,0
4660,정상운영,인공암벽장,광주광역시,서구,금호동,황평주등반교실,광주광역시 서구 풍금로 57(금호동),광주광역시 서구 금호동 841-7,35.12351839,126.8616728
4661,정상운영,인공암벽장,부산광역시,사하구,하단동,락오디세이 하단,부산광역시 사하구 낙동대로 498(하단동),부산광역시 사하구 하단동 510-9,35.10884037,128.9671593
4662,정상운영,인공암벽장,대구광역시,,대흥동,인공암벽등반장,대구광역시 수성구 월드컵로 2-46 (대흥동),대구광역시 수성구 대흥동  산35 씨네월드컵,35.82440558,128.6845611
4663,정상운영,인공암벽장,충청남도,당진시,진관리,인공암벽장,충청남도 당진시 고대면 고대로 33,충청남도 당진시 고대면 진관리 349-20 게이트볼경기장,36.92244214,126.6015048
4664,정상운영,인공암벽장,경기도,안산시,초지동,인공암벽등반장,경기도 안산시 단원구 동산로 268 (초지동),경기도 안산시 단원구 초지동  667,37.32567447,126.813771
4665,정상운영,인공암벽장,충청북도,충주시,안보리,수안보인공암벽장,충청북도 충주시 수안보면 수안보로 129,충청북도 충주시 수안보면 안보리 592-1 수안보인공암벽장,36.84227395,127.9984117
4666,정상운영,인공암벽장,경기도,포천시,,인공암벽장(실외),소흘읍 이동교리 산1번지,경기 포천시 소흘읍 이동교리 산 1,37.82462525,127.1243781
4667,정상운영,인공암벽장,부산광역시,동래구,명륜동,인공암벽장,부산광역시 동래구 문화로 62 (명륜동),부산광역시 동래구 명륜동  146,35.21150529,129.0890876
4668,정상운영,인공암벽장,경기도,화성시,반송동,센트럴파크 인공암장,경기도 화성시 동탄공원로1길 26-23(반송동),경기도 화성시 반송동 59,37.20401352,127.0636027
4669,정상운영,인공암벽장,경기도,이천시,관고동,설봉공원 인공암벽장,경기도 이천시 경충대로2709번길 152(관고동),경기도 이천시 관고동 375-4,37.27888416,127.4263202
4670,정상운영,인공암벽장,서울특별시,은평구,진관동,은평인공암벽장,서울특별시 은평구 통일로 1078 (진관동),서울특별시 은평구 진관동 70-16 은평 인공암벽장,37.63883853,126.9171612
4671,정상운영,인공암벽장,경기도,양주시,광석리,양주 인공암벽장,경기도 양주시 광적면 부흥로618번길 323-61,경기도 양주시 광적면 광석리 183-1,37.81482337,126.9712614
4672,정상운영,인공암벽장,경기도,김포시,,디스커버리씨에스주식회사 구래지점,경기도 김포시 김포한강8로 410(구래동),경기도 김포시 구래동 6884-3 스타프라자,37.64299915,126.6236296
4673,정상운영,인공암벽장,대구광역시,북구,침산동,벽클라이밍,대구광역시 북구 중앙대로 617(침산동),대구광역시 북구 침산동 13-91,35.88792941,128.598014
4674,정상운영,인공암벽장,서울특별시,종로구,종로4가,클라이밍파크종로점,서울특별시 종로구 종로 199(종로4가),서울특별시 종로구 종로4가 5 한일빌딩,37.57143355,126.9997463
4675,정상운영,인공암벽장,경기도,수원시,세류동,수원라온클라이밍,경기도 수원시 권선구 정조로 538(세류동),경기도 수원시 권선구 세류동 531-2,37.25706656,127.0116385
4676,정상운영,인공암벽장,경상북도,경산시,인흥리,경산국제클라이밍파크,경상북도 경산시 남산면 삼성현공원로 59,경상북도 경산시 남산면 인흥리 250,35.80168834,128.7966117
4677,정상운영,인공암벽장,충청남도,홍성군,,홍성클라이밍센터,충청남도 홍성군 홍북읍 도청대로 208,충청남도 홍성군 홍북읍 봉신리 290-2,36.62364899,126.6639534
4678,정상운영,인공암벽장,부산광역시,부산진구,부전동,웨이브락 클라이밍,부산광역시 부산진구 서전로9번길 20(부전동),부산광역시 부산진구 부전동 117-1,35.15870828,129.0611186
4679,정상운영,인공암벽장,인천광역시,부평구,산곡동,부평클라이밍센터,인천광역시 부평구 마장로 148(산곡동),인천광역시 부평구 산곡동 369-246,37.49165178,126.705137
4680,정상운영,인공암벽장,서울특별시,중랑구,망우동,마스터 클라이밍,서울특별시 중랑구 용마산로115길 65(망우동),서울특별시 중랑구 망우동 491-38 정원빌딩,37.59822721,127.0967169
4681,정상운영,인공암벽장,서울특별시,강동구,,강동클라이밍집,서울특별시 강동구 천호대로 1178(둔촌동),서울특별시 강동구 둔촌동 63-2 알레소빌딩,0,0
4682,정상운영,인공암벽장,서울특별시,노원구,,드림캐처클라이밍짐,서울특별시 노원구 상계로5길 32(상계동),서울특별시 노원구 상계동 357-2 금호프라자,37.65711525,127.0628425
4683,정상운영,인공암벽장,대구광역시,남구,,핸즈클라이밍,대구광역시 남구 이천로 34(봉덕동),대구광역시 남구 봉덕동 613-5,35.84398636,128.5984521
