row_num,faci_stat_nm,faci_lat,ftype_nm,cpb_nm,addr_emd_nm,faci_lot,cp_nm,faci_nm,faci_road_addr,faci_addr
814,정상운영,37.39333531,유도,광주시,중대동,127.2322697,경기도,용인대 유도센터,경기도 광주시 고불로 52(중대동),경기도 광주시 중대동 16-53
815,정상운영,35.09407603,유도,강서구,명지동,128.9076567,부산광역시,미르유도관,부산광역시 강서구 명지국제2로28번길 3(명지동),부산광역시 강서구 명지동 3602-1
816,정상운영,35.20590453,유도,북구,구포동,129.0030508,부산광역시,동양유도클럽,부산광역시 북구 구포시장길 74(구포동),부산광역시 북구 구포동 654-4
817,정상운영,36.37453923,유도,유성구,,127.3167562,대전광역시,(Dream of Judo)노은유도관,대전광역시 유성구 은구비남로7번길 50(지족동),대전광역시 유성구 지족동 897-4
818,정상운영,0,유도,부천시,,0,경기도,마스터유도관,경기도 부천시 범안로219번길 95(옥길동),경기도 부천시 옥길동 775-2
819,정상운영,37.4721806,유도,부천시,소사본동,126.795749,경기도,마이티 유도체육관 소사점,경기도 부천시 소사로 156(소사본동),경기도 부천시 소사본동 216-34 소사본동 216-34
820,정상운영,35.10644682,유도,창원시,남문동,128.7535172,경상남도,남문유도클럽,경상남도 창원시 진해구 남영로55번길 6-17(남문동),경상남도 창원시 진해구 남문동 1246-4 골든프라자
821,정상운영,33.48890511,유도,제주시,외도일동,126.4317196,제주특별자치도,국술합기도특공무술화랑무술도장,제주특별자치도 제주시 우령2길 3(외도일동),제주특별자치도 제주시 외도일동 505-2
822,정상운영,0,유도,거창군,,0,경상남도,아림유도관,경상남도 거창군 거창읍 강남로 266(거창코아루에듀시티),경상남도 거창군 거창읍 대평리 1513 거창코아루에듀시티
823,정상운영,36.63945374,유도,청주시,,127.4339396,충청북도,킹스유도클럽 3호점,충청북도 청주시 흥덕구 대신로73번길 23(복대동),충청북도 청주시 흥덕구 복대동 3269
824,정상운영,36.4768566,유도,세종시,보람동,127.288827,세종특별자치시,Dream of Judo 세종유도관 보람점,세종특별자치시 남세종로 462(보람동),세종특별자치시 보람동 757 위너스타워
825,정상운영,35.27467804,유도,함안군,,128.4069232,경상남도,파이널 유도 멀티짐(함안점),경상남도 함안군 가야읍 함안대로 534,경상남도 함안군 가야읍 말산리 144-1
