row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
626,정상운영,테니스장,제천시,하소동,충청북도,하소체육공원테니스장,충청북도 제천시 원뜰로 147 (하소동),충청북도 제천시 하소동  271
627,정상운영,테니스장,영월군,주천리,강원도,주천테니스장,강원도 영월군 주천면 주천로 113-5,강원도 영월군 주천면 주천리 1246-5
628,정상운영,테니스장,울진군,,경상북도,죽변운동장테니스장,,
629,정상운영,테니스장,광양시,마동,전라남도,마동테니스장,전라남도 광양시 눈소5길 3 (마동),
630,정상운영,테니스장,오산시,금암동,경기도,죽미체육공원테니스장,경기도 오산시 수청로 204-26 (금암동),경기도 오산시 금암동 508 죽미체육공원다목적체육관
631,정상운영,테니스장,남동구,,인천광역시,논현포대근린공원테니스장,,
632,정상운영,테니스장,동해시,,강원도,종합경기장테니스장,,
633,정상운영,테니스장,화순군,품평리,전라남도,이양테니스장,전라남도 화순군 이양면 이양농공길 13,
634,정상운영,테니스장,은평구,,서울특별시,은평구민체육센터테니스장,은평구 진관외동 242-23외 1필지,서울 은평구 진관동 242-23
635,정상운영,테니스장,대덕구,,대전광역시,을미기공원테니스장,부사동 177,대전 중구 부사동 177
636,정상운영,테니스장,음성군,읍내리,충청북도,전천후정구테니스장,충청북도 음성군 음성읍 설성로 47,
637,정상운영,테니스장,,,부산광역시,맥도생태공원테니스장,,
638,정상운영,테니스장,춘천시,송암동,강원도,송암스포츠타운테니스장,강원도 춘천시 스포츠타운길 124-1 (송암동),강원도 춘천시 송암동 290 테니스장
639,정상운영,테니스장,옹진군,자월리,인천광역시,자월면테니스장,인천광역시 옹진군 자월면 자월서로 177 (용현남초등학교자월분교),
640,정상운영,테니스장,장성군,기산리,전라남도,장성군테니스장,전라남도 장성군 장성읍 문화로 110,
641,정상운영,테니스장,장수군,장수리,전라북도,장수공설운동장 테니스장,전라북도 장수군 장수읍 장천로 250,
642,정상운영,테니스장,,,서울특별시,응봉공원테니스장,,
643,정상운영,테니스장,광산구,비아동,광주광역시,첨단테니스장,광주광역시 광산구 첨단과기로 45-11 (비아동),광주광역시 광산구 비아동 35-6
644,정상운영,테니스장,무안군,,전라남도,청계테니스장,,
645,정상운영,테니스장,인제군,남북리,강원도,인제테니스장,강원도 인제군 인제읍 비봉로44번길 113,
646,정상운영,테니스장,옹진군,연평리,인천광역시,연평면새마을리테니스장,인천광역시 옹진군 연평면 연평로 301 (연평간부숙소),
647,정상운영,테니스장,울릉군,남서리,경상북도,남양테니스장,경상북도 울릉군 서면 남서길 78-59,경상북도 울릉군 서면 남서리 93-1
648,정상운영,테니스장,계룡시,,충청남도,종합운동장테니스장,,
649,정상운영,테니스장,부천시,중동,경기도,복사골공원테니스장,경기도 부천시 장말로293번길 45 (중동),경기도 부천시 중동 1212 노인정
650,정상운영,테니스장,영도구,,부산광역시,복합문화공원테니스장,,
651,정상운영,테니스장,창원시,봉곡동,경상남도,봉곡운동장테니스장,경상남도 창원시 의창구 서곡길 84 (봉곡동),
652,정상운영,테니스장,의왕시,월암동,경기도,부곡체육공원테니스장,경기도 의왕시 부곡공원길 6 (월암동),경기도 의왕시 월암동  421 부곡체육공원
653,정상운영,테니스장,안양시,호계동,경기도,자유공원 테니스장,경기도 안양시 동안구 평촌대로 70 (호계동),경기도 안양시 동안구 호계동  1112-1
