row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
259,정상운영,권투,남구,대명동,대구광역시,경상권투체육관,대구광역시 남구 현충로 146 (대명동),대구광역시 남구 대명동  1713-12
260,정상운영,권투,남구,대명동,대구광역시,신동기 복싱 체육관,대구광역시 남구 관문시장1길 56 (대명동),대구광역시 남구 대명동  1161-1
261,정상운영,권투,남구,대명동,대구광역시,월드권투체육관,대구광역시 남구 명덕로 96 (대명동),대구광역시 남구 대명동  2133-32
262,정상운영,권투,사하구,,부산광역시,해피복싱,"부산광역시 사하구 다대로 704, 몰운대종합시장상가 402호 (다대동)",부산광역시 사하구 다대동 1548-37 몰운대종합시장상가 402호
263,정상운영,권투,고양시,고양동,경기도,백인철 권투체육관,경기도 고양시 덕양구 혜음로 43 (고양동),경기도 고양시 덕양구 고양동  120-1
264,정상운영,권투,달서구,용산동,대구광역시,와룡 다이어트 복싱,대구광역시 달서구 용산서로 4-22 (용산동),대구광역시 달서구 용산동  930-8
265,정상운영,권투,달서구,진천동,대구광역시,정기영2관복싱체육관,대구광역시 달서구 월배로 22 (진천동),대구광역시 달서구 진천동  785-12
266,폐업,권투,안양시,박달동,경기도,RED 짐 복싱 다이어트 체육관,경기도 안양시 만안구 양화로 126 (박달동),
267,폐업,권투,경주시,,경상북도,경주권투체육관,경상북도 경주시  계림로 110-1 (황오동),경상북도 경주시  계림로 110-1 (황오동)
268,정상운영,권투,경주시,충효동,경상북도,충효복싱짐,경상북도 경주시 충효녹지길 26-13 (충효동),경상북도 경주시 충효동 3003-2
269,정상운영,권투,경주시,,경상북도,경주권투체육관,"경상북도 경주시  금성로 295 (성건동, 경주중앙시장상가)","경상북도 경주시  금성로 295 (성건동, 경주중앙시장상가)"
270,정상운영,권투,경주시,,경상북도,T.F BOXING GYM,"경상북도 경주시  양정로 315, 2층 (용강동)","경상북도 경주시  양정로 315, 2층 (용강동)"
271,정상운영,권투,경주시,충효동,경상북도,탑앤탑 복싱클럽,경상북도 경주시 충효2길 11 (충효동),경상북도 경주시 충효동 3007-5
272,정상운영,권투,파주시,금촌동,경기도,A 짐,경기도 파주시 금빛로 24-17 (금촌동),경기도 파주시 금촌동 988-4 월드프라자
273,정상운영,권투,마포구,서교동,서울특별시,익스트림에스 홍대,서울특별시 마포구 잔다리로3길 7 (서교동),
274,정상운영,권투,파주시,동패동,경기도,팀 에이스,경기도 파주시 미래로 375 (동패동),경기도 파주시 동패동 1759-5 삼성메디컬 프라자
275,폐업,권투,경주시,,경상북도,신라권투체육관,경상북도 경주시  용담로116번길 26 (황성동),경상북도 경주시  용담로116번길 26 (황성동)
