addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,ftype_nm,cpb_nm,addr_emd_nm,faci_road_zip,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"서울특별시","N","",837,"20080508","폐업","2016-12-31","실내","37.4834017373","151893",178,"","권투","관악구","","151893","126.921885936","2020-12-08","신고","서울특별시","윤석현 복싱클럽","서울특별시 관악구 남부순환로 1541-1(신림동,3층)","Y","체육도장업","서울 관악구 남부순환로 1541-1"
"서울특별시","N","",838,"20081208","정상운영","2016-12-31","","37.4708567753","151895",158,"","권투","관악구","","151895","126.934926376","2016-12-31","신고","서울특별시","드림복싱클럽","서울특별시 관악구 신림로 129 (신림동,4층)","Y","체육도장업","서울 관악구 신림로 129"
"서울특별시","N","지층",839,"20100507","정상운영","2016-12-31","실내","","",129,"(신림동,지층)","권투","관악구","","","","2022-08-02","신고","서울특별시","신림복싱클럽","서울특별시 관악구 남부순환로 1557 (신림동,지층)","Y","체육도장업","서울특별시 관악구 신림동 1464-74 지층 "
"서울특별시","N","",840,"20100816","정상운영","2016-12-31","","37.4890674453","151891",124,"","권투","관악구","","151891","126.927818637","2016-12-31","신고","서울특별시","대한권투 체육관","서울특별시 관악구 신림로 391 (신림동,3층)","Y","체육도장업","서울 관악구 신림로 391"
"서울특별시","N","",841,"20111122","정상운영","2016-12-31","실내","37.47812826046013","08772",111,"","권투","관악구","신림동","08772","126.91552407646608","2020-10-20","신고","서울특별시","J다이어트 복싱 체육관","서울특별시 관악구 난곡로 270 (신림동)","Y","체육도장업","서울특별시 관악구 신림동 1565-1 승지빌딩"
"서울특별시","N","",842,"20120110","정상운영","2016-12-31","","37.4818779164","151822",157,"","권투","관악구","","151822","126.949669187","2020-10-20","신고","서울특별시","더블B복싱클럽","서울특별시 관악구 남부순환로 1795 (봉천동)","Y","체육도장업","서울 관악구 남부순환로 1795"
"서울특별시","N","",843,"20120424","정상운영","2016-12-31","실내","37.4726528793","151880",109,"","권투","관악구","","151880","126.919473366","2020-10-20","신고","서울특별시","대산복싱클럽","서울특별시 관악구 난곡로34길 1 (신림동)","Y","체육도장업","서울 관악구 난곡로34길 1"
"대구광역시","N","",844,"20030208","폐업","2016-11-07","","35.8418144417","706140",794,"","권투","수성구","","706140","128.70786957","2020-06-19","신고","대구광역시","시지라이프복싱","대구광역시 수성구 달구벌대로641길 17-1 (매호동)","Y","체육도장업","대구 수성구 달구벌대로641길 17-1"
"","N","",845,"20030321","정상운영","2016-11-07","실내","35.8546738556","706808",1060,"","권투","수성구","","706808","128.65283504","2019-01-24","신고","대구광역시","챔프복싱클럽","대구광역시 수성구 교학로 4 (만촌동)","Y","체육도장업","대구 수성구 교학로 4"
"대구광역시","N","",846,"20130326","폐업","2016-11-07","실내","35.8544224736","706833",267,"","권투","수성구","","706833","128.617815725","2020-10-22","신고","대구광역시","용인대 더 베스트 복싱클럽","대구광역시 수성구 명덕로 435, 3층 (수성동3가)","Y","체육도장업","대구 수성구 명덕로 435"
"부산광역시","N","3층 302호",847,"20091109","폐업","2016-11-07","실내","35.1587681106","46973",155,"","권투","사상구","괘법동","46973","128.9841594567","2020-06-19","신고","부산광역시","신화권투체육관","부산광역시 사상구 새벽로 198 (괘법동)","Y","체육도장업",""
"부산광역시","N","",848,"20161231","정상운영","2016-12-31","실내","35.2556103296","619901",1565,"","권투","기장군","","619901","129.216707438","2021-07-30","신고","부산광역시","기장복싱","부산광역시 기장군 기장읍 차성로441번길 15","Y","체육도장업","부산 기장군 기장읍 차성로441번길 15"
"","N","",849,"","정상운영","2016-12-31","실내","35.2468835245","46061",207,"","권투","기장군","동부리","46061","129.2155470634","2020-07-27","신고","부산광역시","리복싱 스포츠 센터","부산광역시 기장군 기장읍 차성로332번길 14","Y","체육도장업","부산광역시 기장군 기장읍 동부리 158-1 바리깡"
"","N","",850,"20140715","폐업","2016-12-31","","35.8597030668","700837",1810,"","권투","중구","","700837","128.582375072","2020-06-19","신고","대구광역시","팀한클럽","대구광역시 중구 남산로 35 (남산동)","Y","체육도장업","대구 중구 남산로 35"
"부산광역시","N","",851,"20131016","정상운영","2016-11-07","실내","35.1149251518","608838",270,"","권투","남구","","608838","129.11080313","2021-11-18","신고","부산광역시","카이안복싱 오륙도GYM","부산광역시 남구 용호로 196 (용호동)","Y","체육도장업","부산 남구 용호로 196"
"","N","",852,"20161107","정상운영","2016-11-07","실내","35.8630062854","703801",249,"","권투","서구","","703801","128.556611034","2022-12-21","신고","대구광역시","달서권투","서대구로 56(내당동)","Y","체육도장업","대구 서구 서대구로 56"
"","N","",853,"","정상운영","2016-11-07","실내","35.877860745","703811",236,"","권투","서구","","703811","128.571561766","2020-07-27","신고","대구광역시","수성아트복싱클럽(비산8호점)","달서로 176(비산동)","Y","체육도장업","대구 서구 달서로 176"
"대구광역시","N","",854,"20161107","폐업","2016-11-07","없음","35.8804941802","703818",240,"","권투","서구","","703818","128.567264345","2020-06-19","신고","대구광역시","대호체육관","통학로46길 37(비산동)","Y","체육도장업","대구 서구 통학로46길 37"
"대구광역시","N","",855,"","정상운영","2016-11-07","없음","35.8706539472","703846",193,"","권투","서구","","703846","128.557544503","2020-07-27","신고","대구광역시","복싱피플","국채보상로 242,3층(평리동)","Y","체육도장업","대구 서구 국채보상로 242"
"대구광역시","N","",856,"20161231","정상운영","2016-12-31","실내","35.9433525833","702848",341,"","권투","북구","","702848","128.550459378","2020-03-18","신고","대구광역시","대산권투체육관","대구광역시 북구 칠곡중앙대로 533, 5층(읍내동)","Y","체육도장업","대구 북구 칠곡중앙대로 533"
"대구광역시","N","",857,"20161231","폐업","2016-12-31","실내","35.8934113921","702828",441,"","권투","북구","","702828","128.620872439","2020-10-15","신고","대구광역시","정일제2복싱체육관","대구광역시 북구 동북로 279, 지하2층(복현동)","Y","체육도장업","대구 북구 동북로 279"
"서울특별시","N","",858,"20140916","정상운영","2016-12-31","실내","37.4863960508","151913",165,"","권투","관악구","","151913","126.939191435","2021-07-02","신고","서울특별시","써밋복싱","서울특별시 관악구 은천로 35, 3층 (봉천동)","Y","체육도장업","서울 관악구 은천로 35"
"서울특별시","N","",859,"20150310","정상운영","2016-12-31","실내","37.4806182328615","08770",272,"","권투","관악구","신림동","08770","126.9100762859731","2020-10-20","신고","서울특별시","드림복싱클럽","서울특별시 관악구 남부순환로 1434 (신림동)","Y","체육도장업","서울특별시 관악구 신림동 1485-13"
"서울특별시","N","",860,"20150520","정상운영","2016-12-31","실내","37.4784474857","151849",176,"","권투","관악구","","151849","126.960796309","2022-07-06","신고","서울특별시","더블B복싱클럽","서울특별시 관악구 남부순환로 1901 (봉천동)","Y","체육도장업","서울 관악구 남부순환로 1901"
"서울특별시","N","",861,"20131021","폐업","2016-12-31","","37.4716718614","151927",169,"","권투","관악구","","151927","126.935974745","2020-06-19","신고","서울특별시","랑짐","서울특별시 관악구 신림로18길 3-10, 2층 (신림동)","Y","체육도장업","서울 관악구 신림로18길 3-10"
"서울특별시","N","",862,"20140904","정상운영","2016-12-31","실내","37.4834055496","151903",189,"","권투","관악구","","151903","126.902741839","2021-06-04","신고","서울특별시","팀유짐 구디점","서울특별시 관악구 조원로 6, 6층 (신림동)","Y","체육도장업","서울 관악구 조원로 6"
"","N","",863,"20131213","폐업","2016-11-07","실내","35.8150417067","706812",175,"","권투","수성구","","706812","128.647060922","2020-06-19","신고","대구광역시","더파워복싱클럽","대구광역시 수성구 지범로54길 6 (범물동)","Y","체육도장업",""
"서울특별시","N","",864,"20141111","폐업","2016-12-31","","37.4633213833","151885",236,"","권투","관악구","","151885","126.918556494","2020-06-19","신고","서울특별시","국제체육관 난곡점","서울특별시 관악구 난향2길 8, 2층 (신림동)","Y","체육도장업","서울 관악구 난향2길 8"
"서울특별시","N","",865,"","정상운영","2016-12-31","","37.5106145521","137808",127,"","권투","서초구","","137808","127.020517362","2020-07-27","신고","서울특별시","거북강남 복싱체육관","서울특별시 서초구 신반포로 336(반포동,2층)","Y","체육도장업","서울 서초구 신반포로 336"
"부산광역시","N","",866,"20121217","정상운영","2016-12-31","","35.2307050477","612801",190,"","권투","해운대구","","612801","129.157593515","2016-12-31","신고","부산광역시","광무복싱다이어트클럽","부산광역시 해운대구 신반송로 208 (반송동)","Y","체육도장업","부산 해운대구 신반송로 208"
"부산광역시","N","",867,"20140414","폐업","2016-12-31","실내","35.1624802649","612847",81,"","권투","해운대구","","612847","129.163532264","2022-04-14","신고","부산광역시","해운대 복싱 클럽","부산광역시 해운대구 중동1로 35-1, 3층 (중동)","Y","체육도장업","부산 해운대구 중동1로 35-1"
"","N","",868,"20141223","정상운영","2016-12-31","실내","35.225725626","612805",165,"","권투","해운대구","","612805","129.14694092","2019-01-18","신고","부산광역시","장정구 복싱다이어트 헬스클럽","부산광역시 해운대구 아랫반송로 7, 3층 (반송동)","Y","체육도장업","부산 해운대구 아랫반송로 7"
"","N","",869,"20150720","정상운영","2016-11-07","실내","35.1295897418","617828",142,"","권투","사상구","","617828","128.972350113","2019-01-18","신고","부산광역시","엄궁영웅복싱클럽","부산광역시 사상구 낙동대로776번길 19 (엄궁동)","Y","체육도장업","부산 사상구 낙동대로776번길 19"
"부산광역시","N","3층",870,"20121024","정상운영","2016-11-07","실내","35.1514231299","47004",499,"","권투","사상구","주례동","47004","129.0094368313","2020-06-10","신고","부산광역시","TEAMKYAN","부산광역시 사상구 가야대로 337 (주례동)","Y","체육도장업",""
"","N","2층",871,"20110816","정상운영","2016-11-07","실내","35.1864609466","617820",142,"","권투","사상구","","617820","128.991967712","2019-09-03","신고","부산광역시","두꺼비 권투 체육관","부산광역시 사상구 백양대로902번길 20 (모라동)","Y","체육도장업","부산 사상구 백양대로902번길 20"
"","N","",872,"20161231","폐업","2016-12-31","","37.4984742816","135999",176,"","권투","강남구","","135999","127.058570182","2020-06-19","신고","서울특별시","대화체육관[권투](309)","서울특별시 강남구 도곡로 441, 3층 (대치동)","Y","체육도장업","서울 강남구 도곡로 441"
"서울특별시","N","",873,"20161231","정상운영","2016-12-31","실내","37.5259418312356","06030",158,"","권투","강남구","신사동","06030","127.02818263902","2020-05-27","신고","서울특별시","Y3복싱클럽[296]","서울특별시 강남구 논현로 865 (신사동)","Y","체육도장업","서울특별시 강남구 신사동 581-3 동호빌딩"
"","N","",874,"20140618","정상운영","2016-12-31","실내","35.2032832438","607824",125,"","권투","동래구","","607824","129.084485264","2019-01-08","신고","부산광역시","주도복싱클럽","부산광역시 동래구 명륜로112번길 30, 3층 (수안동)","Y","체육도장업",""
"","N","",875,"","정상운영","2016-11-07","없음","35.1348279724","608817",89,"","권투","남구","","608817","129.083010312","2020-01-31","신고","부산광역시","동양복싱체육관","부산광역시 남구 수영로 149, 2층 (대연동)","Y","체육도장업","부산 남구 수영로 149"
"","N","",876,"20040618","폐업","2016-11-07","실내","35.1377217929","608805",210,"","권투","남구","","608805","129.100377557","2021-10-22","신고","부산광역시","경희복싱클럽","부산광역시 남구 수영로 315 (대연동)","Y","체육도장업","부산 남구 수영로 315"
"","N","",877,"20161231","폐업","2016-12-31","실내","37.4952035226","135925",250,"지하 2층","권투","강남구","","135925","127.036421575","2020-06-19","신고","서울특별시","임채동 복싱짐(301)","서울특별시 강남구 역삼로 159, 지하2층 (역삼동, 남창빌딩)","Y","체육도장업","서울 강남구 역삼로 159"
"","N","폐업",878,"20161231","폐업","2016-12-31","","37.4976412497","135927",86,"폐업","권투","강남구","","135927","127.051938166","2020-06-26","신고","서울특별시","강남복싱[302]","서울특별시 강남구 선릉로 313, 3층 302호 (역삼동)","Y","체육도장업","서울 강남구 선릉로 313"
"서울특별시","N","",879,"20051116","정상운영","2016-12-31","실내","37.4711321238","151856",181,"","권투","관악구","","151856","126.937598547","2020-10-20","신고","서울특별시","대한권투체육관","서울특별시 관악구 신림로 108, 4층 (신림동)","Y","체육도장업","서울 관악구 신림로 108"
"","N","",880,"20161231","폐업","2016-12-31","","37.5080404832","05609","","","권투","송파구","석촌동","05609","127.1040535951","2021-01-09","신고","서울특별시","와일드카드복싱짐","서울특별시 송파구 송파대로 471 (석촌동)","Y","체육도장업",""
"","N","",881,"20151104","정상운영","2016-11-07","실내","37.5128209773","06096",234,"지하1층 (삼성동)","권투","강남구","","06096","127.0493175424","2020-11-05","신고","서울특별시","몬스터 복싱짐(314)","서울특별시 강남구 선릉로112길 71, 지하1층 (삼성동)","Y","체육도장업","서울특별시 강남구 삼성동 47-31 "
"서울특별시","N","",882,"20151109","정상운영","2016-11-07","실내","37.4852354673","135854",139,"","권투","강남구","","135854","127.044883219","2018-12-24","신고","서울특별시","Top ms 복싱(315)","서울특별시 강남구 논현로38길 38-6, 지층 (도곡동)","Y","체육도장업","서울 강남구 논현로38길 38-6"
"서울특별시","N","지하1층 (가락동)",883,"20161231","폐업","2016-12-31","실내","37.4928287886","05827",103,"","권투","송파구","가락동","05827","127.1254088951","2020-06-19","신고","서울특별시","웰리스 복싱다이어트클럽","서울특별시 송파구 송이로 161 (가락동)","Y","체육도장업",""
"","N","3층 (가락동)",884,"20161231","정상운영","2016-12-31","실내","37.4966510597","05770",124,"","권투","송파구","가락동","05770","127.1366016047","2020-09-29","신고","서울특별시","송파동아권투체육관","서울특별시 송파구 오금로46길 3 (가락동)","Y","체육도장업",""
"","N","",885,"","정상운영","2016-12-31","실내","37.5034933397","138838","","","권투","송파구","","138838","127.089476144","2020-07-27","신고","서울특별시","잠실복싱클럽","서울특별시 송파구 백제고분로22길 3, 3층 (삼전동)","Y","체육도장업",""
"서울특별시","N","",886,"","정상운영","2016-12-31","없음","37.502931193","05604","","","권투","송파구","삼전동","05604","127.094012805","2020-07-27","신고","서울특별시","A탑 복싱 체육관","서울특별시 송파구 백제고분로 245 (삼전동)","Y","체육도장업",""
"서울특별시","N","",887,"","정상운영","2016-12-31","실내","37.5097075762","138862",85,"","권투","송파구","","138862","127.08330807","2020-07-27","신고","서울특별시","신천스타복싱","서울특별시 송파구 올림픽로12길 21, 4층 (잠실동)","Y","체육도장업",""
"","N","",888,"","정상운영","2016-12-31","실내","37.482528854","05817","","","권투","송파구","문정동","05817","127.1250479659","2020-07-27","신고","서울특별시","이종석복싱클럽","서울특별시 송파구 새말로 100 (문정동)","Y","체육도장업",""
"","N","",889,"","정상운영","2016-12-31","실내","37.4949095657","138804",172,"","권투","송파구","","138804","127.117166444","2020-07-27","신고","서울특별시","잠실복싱클럽2호점","서울특별시 송파구 송파대로 286 (가락동)","Y","체육도장업",""
"","N","",890,"20161231","폐업","2016-12-31","","37.5007264207","138846",120,"","권투","송파구","","138846","127.105748852","2021-01-09","신고","서울특별시","권창재복싱클럽2호점","서울특별시 송파구 가락로 85 (석촌동)","Y","체육도장업",""
"서울특별시","N","",891,"","정상운영","2016-12-31","없음","37.5185210252","138240",185,"","권투","송파구","","138240","127.103977652","2020-07-27","신고","서울특별시","용인대 탑 복싱","서울특별시 송파구 올림픽로35길 94 (신천동)","Y","체육도장업",""
"","N","",892,"20161231","폐업","2016-12-31","","37.5010861129","138847","","","권투","송파구","","138847","127.110463001","2021-01-09","신고","서울특별시","우리복싱","서울특별시 송파구 송파대로 375 (석촌동)","Y","체육도장업",""
"서울특별시","N","",893,"20110926","정상운영","2016-12-31","실내","37.5382497868","134874",174,"","권투","강동구","","134874","127.125761004","2017-09-14","신고","서울특별시","강동천호복싱다이어트","서울특별시 강동구 천호대로 1021(천호동,(5층))","Y","체육도장업",""
"서울특별시","N","",894,"20111209","폐업","2016-12-31","실내","37.5543917468","134857",203,"","권투","강동구","","134857","127.129400565","2021-12-16","신고","서울특별시","선사다이어트 복싱클럽","서울특별시 강동구 올림픽로 824, 4층 (암사동)","Y","체육도장업",""
"서울특별시","N","지층",895,"20120918","정상운영","2016-12-31","실내","37.5549588152","05237",191,"지층","권투","강동구","암사동","05237","127.1347342355","2022-11-11","신고","서울특별시","Bee복싱짐","서울특별시 강동구 고덕로 85 (암사동)","Y","체육도장업","서울특별시 강동구 암사동 446-18"
"","N","",896,"20161231","폐업","2016-12-31","","37.4833860407","138200","","","권투","송파구","","138200","127.128934291","2021-01-09","신고","서울특별시","s복싱클럽","서울특별시 송파구 새말로 133, 2층 (문정동)","Y","체육도장업",""
"서울특별시","N","",897,"","폐업","2016-12-31","","37.56463092","","","","권투","강동구","","","127.174072867","2020-07-27","신고","서울특별시","강일 복싱","","Y","체육도장업","서울특별시 강동구 아리수로 421"
"서울특별시","N","",898,"20121211","정상운영","2016-12-31","실내","37.5379270231","134880",190,"","권투","강동구","","134880","127.140338295","2022-08-17","신고","서울특별시","복싱브로스 길동점","서울특별시 강동구 양재대로 1482, 3층 (길동)","Y","체육도장업",""
"서울특별시","N","",899,"","폐업","2016-12-31","","37.5341340574","134817","","","권투","강동구","","134817","127.14461697","2020-07-27","신고","서울특별시","복싱피티","서울특별시 강동구 명일로 171, 3층 (둔촌동)","Y","체육도장업","서울 강동구 명일로 171"
"","N","",900,"20130610","정상운영","2016-12-31","실내","37.545099321","134830",150,"","권투","강동구","","134830","127.143053943","2022-06-24","신고","서울특별시","YM복싱클럽","서울특별시 강동구 양재대로 1564 (명일동)","Y","체육도장업",""
"서울특별시","N","지하",901,"20140217","정상운영","2016-12-31","실내","37.5528034896","05268",112,"","권투","강동구","명일동","05268","127.1526201533","2019-01-11","신고","서울특별시","탑복싱클럽","서울특별시 강동구 고덕로62길 48 (명일동)","Y","체육도장업",""
"","N","",902,"","정상운영","2016-12-31","","37.5372288869","134840","","","권투","강동구","","134840","127.123261031","2020-07-27","신고","서울특별시","용인대 뮤직복싱","서울특별시 강동구 올림픽로 626, 지층 (성내동)","Y","체육도장업","서울 강동구 올림픽로 626"
"","N","",903,"20110608","정상운영","2016-12-31","실내","37.5288162243","134822",112,"","권투","강동구","","134822","127.137171601","2019-01-21","신고","서울특별시","둔촌K-복싱클럽","서울특별시 강동구 양재대로 1376 (둔촌동, 광안빌딩 3층)","Y","체육도장업",""
"","N","",904,"20161231","폐업","2016-12-31","","37.4990264694","150842","","","권투","영등포구","","150842","126.918427261","2022-04-27","신고","서울특별시","보라매다이어트 복싱타운","서울특별시 영등포구 신풍로24길 10 (신길동)","Y","체육도장업","서울 영등포구 신풍로24길 10"
"서울특별시","N","",905,"20050506","폐업","2016-12-31","","37.4977356602","150813",131,"","권투","영등포구","","150813","126.899032125","2020-06-19","신고","서울특별시","이근식복싱체육관","서울특별시 영등포구 대림로 188 (대림동, 로빌딩)","Y","체육도장업","서울 영등포구 대림로 188"
"","N","서울특별시 영등포구 신길6동 503-1   3층",906,"20110630","정상운영","2016-12-31","실내","37.499481668","150842",125,"서울특별시 영등포구 여의대방로 137     3층(신길동)","권투","영등포구","","150842","126.920023579","2019-01-12","신고","서울특별시","보라매복싱클럽","서울특별시 영등포구 여의대방로 137 (신길동)","Y","체육도장업","서울 영등포구 여의대방로 137"
"서울특별시","N","",907,"20120215","폐업","2016-12-31","실내","37.5345597634","150866",206,"","권투","영등포구","","150866","126.897059091","2022-03-30","신고","서울특별시","美 다이어트 복싱클럽","서울특별시 영등포구 선유로 246 (양평동4가)","Y","체육도장업","서울 영등포구 선유로 246"
"서울특별시","N","",908,"20120516","폐업","2016-12-31","없음","37.5058908377","150854",131,"","권투","영등포구","","150854","126.921844414","2020-06-19","신고","서울특별시","B&D 복싱클럽","서울특별시 영등포구 가마산로89길 17 (신길동)","Y","체육도장업",""
"서울특별시","N","",909,"20130510","폐업","2016-12-31","","37.5207894772","150749",215,"","권투","영등포구","","150749","126.92691027","2020-06-19","신고","서울특별시","여의도 복싱킥복싱다이어트 클럽","서울특별시 영등포구 국제금융로6길 33, 3층 (여의도동)","Y","체육도장업","서울 영등포구 국제금융로6길 33"
"","N","",910,"20140618","폐업","2016-12-31","","37.5123908073","",187,"","권투","영등포구","","","126.924810123","2022-06-15","신고","서울특별시","TNT복싱클럽","서울특별시 영등포구 영등포로 422","Y","체육도장업","서울특별시 영등포구 영등포로 422"
"부산광역시","N","2층",911,"20111025","정상운영","2016-12-31","실내","","",95,"(사직동,2층)","권투","동래구","","","","2022-09-29","신고","부산광역시","챔피언 체육관","부산광역시 동래구 사직북로33번길 12 (사직동,2층)","Y","체육도장업","부산광역시 동래구 사직동 26-7 2층 "
"","N","",912,"20120601","폐업","2016-12-31","실내","35.1998603229","607800",132,"","권투","동래구","","607800","129.090879549","2020-06-19","신고","부산광역시","b.b. boxing club 다이어트","부산광역시 동래구 낙민로 3, 2층 (낙민동)","Y","체육도장업",""
"","N","",913,"20121115","정상운영","2016-12-31","실내","35.2109949739","607847",163,"","권투","동래구","","607847","129.080628574","2019-01-07","신고","부산광역시","동아 복싱 다이어트클럽","부산광역시 동래구 명륜로187번길 38, 2층 (명륜동)","Y","체육도장업",""
"서울특별시","N","",914,"20150427","폐업","2016-12-31","","37.4649507895","151886",280,"","권투","관악구","","151886","126.919106346","2020-06-19","신고","서울특별시","알라짐","서울특별시 관악구 난곡로 105, 2층, 3층 (신림동)","Y","체육도장업","서울 관악구 난곡로 105"
"서울특별시","N","",915,"20150924","폐업","2016-12-31","없음","37.4845710936","151890",132,"","권투","관악구","","151890","126.930283286","2020-10-06","신고","서울특별시","BON BOXING GYM 본 복싱체육관","서울특별시 관악구 남부순환로 1617, 4층 (신림동)","Y","체육도장업","서울 관악구 남부순환로 1617"
"서울특별시","N","",916,"20161231","정상운영","2016-12-31","","37.4645396186","137140","","","권투","서초구","","137140","127.02558235","2022-07-08","신고","서울특별시","케이탑","서울특별시 서초구 태봉로 70, 지층 제비101,102호 (우면동, 우면프라자Ι)","Y","체육도장업","서울 서초구 태봉로 70"
"서울특별시","N","",917,"","정상운영","2016-12-31","","37.4706648486","137898",115,"","권투","서초구","","137898","127.043531526","2020-07-27","신고","서울특별시","리스펙트킥복싱아카데미","서울특별시 서초구 강남대로10길 91, 지층 (양재동)","Y","체육도장업","서울 서초구 강남대로10길 91"
"","N","",918,"","정상운영","2016-12-31","실내","37.4731242502","137894",118,"","권투","서초구","","137894","127.039413443","2020-07-27","신고","서울특별시","구룡복싱클럽","서울특별시 서초구 마방로2길 15-5 (양재동, 2층)","Y","체육도장업","서울 서초구 마방로2길 15-5"
"서울특별시","N","",919,"20140912","폐업","2016-12-31","","37.5121290669","150840",149,"","권투","영등포구","","150840","126.916114651","2020-06-19","신고","서울특별시","팀 백(Team Baek) 복싱체육관","서울특별시 영등포구 도신로 225, 지층 (신길동)","Y","체육도장업","서울 영등포구 도신로 225"
"","N","서울특별시 영등포구 여의도동 43-1 ( 유성빌딩 3층)",920,"20141001","정상운영","2016-11-07","실내","37.5214005659","150889",440,"","권투","영등포구","","150889","126.930235458","2019-01-28","신고","서울특별시","예스복싱","서울특별시 영등포구 여의대방로69길 28, 3층 (여의도동, 유성빌딩)","Y","체육도장업","서울 영등포구 여의대방로69길 28"
"서울특별시","N","",921,"20150527","정상운영","2016-12-31","실내","37.5171266798","150031","","","권투","영등포구","","150031","126.909661477","2021-06-03","신고","서울특별시","팀유짐 영등포점","서울특별시 영등포구 경인로 872, 3층 (영등포동1가)","Y","체육도장업","서울 영등포구 경인로 872"
"","N","서울특별시 영등포구 여의도동 44-32 ( 에리트빌딩 6층 )",922,"20140414","정상운영","2016-12-31","실내","37.5196272729","150890",374,"(에리트빌딩 6층 )","권투","영등포구","","150890","126.930033494","2019-01-27","신고","서울특별시","K.O. Gym","서울특별시 영등포구 여의대방로65길 12 (여의도동)","Y","체육도장업","서울 영등포구 여의대방로65길 12"
"서울특별시","N","가동 2층",923,"","정상운영","2016-12-31","없음","37.5123132042","06924",132,"","권투","동작구","노량진동","06924","126.9403965072","2020-07-27","신고","서울특별시","삼성권투체육관","서울특별시 동작구 장승배기로 164 (노량진동)","Y","체육도장업",""
"서울특별시","N","",924,"","정상운영","2016-12-31","","37.48378968","156824",373,"","권투","동작구","","156824","126.978883946","2020-07-27","신고","서울특별시","코리안 복싱클럽","서울특별시 동작구 사당로 282-6, 지층 (사당동, 태평빌라)","Y","체육도장업","서울 동작구 사당로 282-6"
"서울특별시","N","",925,"20161231","폐업","2016-12-31","","37.513187709","156801",148,"","권투","동작구","","156801","126.945214277","2020-06-19","신고","서울특별시","초이태보복싱","서울특별시 동작구 만양로18길 15, 지하1층 (노량진동)","Y","체육도장업","서울 동작구 만양로18길 15"
"","N","4층",926,"20161231","폐업","2016-12-31","","37.4846924703","07009",181,"","권투","동작구","사당동","07009","126.9703946564","2020-06-19","신고","서울특별시","더블B 복싱클럽","서울특별시 동작구 사당로 200 (사당동)","Y","체육도장업",""
"서울특별시","N","",927,"20161231","폐업","2016-12-31","","37.5043257771","156836",124,"","권투","동작구","","156836","126.938597843","2020-06-19","신고","서울특별시","TNT복싱클럽","서울특별시 동작구 상도로 176, 4층 1호 (상도동, 영도빌딩)","Y","체육도장업","서울 동작구 상도로 176"
"서울특별시","N","",928,"","정상운영","2016-12-31","","37.4996036593","156839",142,"","권투","동작구","","156839","126.93055882","2020-07-27","신고","서울특별시","전진만 챔피언 복싱클럽","서울특별시 동작구 상도로 88, 3층 (상도동)","Y","체육도장업","서울 동작구 상도로 88"
"","N","3층",929,"","정상운영","2016-12-31","실내","37.4872414655","07073",132,"","권투","동작구","신대방동","07073","126.9087974369","2020-07-27","신고","서울특별시","신대방 복싱","서울특별시 동작구 대림로 39 (신대방동)","Y","체육도장업",""
"","N","",930,"20161231","정상운영","2016-12-31","실내","37.4841143856","156824",142,"","권투","동작구","","156824","126.980896424","2020-10-20","신고","서울특별시","주먹다짐 24시","서울특별시 동작구 동작대로23길 15, 지하1층 (사당동)","Y","체육도장업","서울 동작구 동작대로23길 15"
"","N","",931,"","정상운영","2016-12-31","실내","37.4775689207","156827",222,"","권투","동작구","","156827","126.977832017","2020-07-27","신고","서울특별시","사당 복싱체육관","서울특별시 동작구 남부순환로269길 21, 3층 (사당동)","Y","체육도장업","서울 동작구 남부순환로269길 21"
"서울특별시","N","",932,"20161231","정상운영","2016-12-31","실내","37.5031658739","156871",188,"","권투","동작구","","156871","126.947284442","2021-12-09","신고","서울특별시","오케이 복싱","서울특별시 동작구 양녕로 257, 지층 (상도1동)","Y","체육도장업",""
"서울특별시","N","",933,"","정상운영","2016-12-31","","37.4798009775","151903","","","권투","관악구","","151903","126.902090768","2020-07-27","신고","서울특별시","범진권투","서울특별시 관악구 남부순환로 1361 (신림동)","Y","체육도장업","서울 관악구 남부순환로 1361"
"서울특별시","N","",934,"19870917","폐업","2016-12-31","","37.4847996875","151810",227,"","권투","관악구","","151810","126.955935645","2020-11-29","신고","서울특별시","대원권투체육관","서울특별시 관악구 관악로 228 (봉천동)","Y","체육도장업","서울 관악구 관악로 228"
"서울특별시","N","",935,"19891228","폐업","2016-12-31","","37.5137827283","150834",230,"","권투","영등포구","","150834","126.897141928","2022-05-11","신고","서울특별시","거인권투체육관","서울특별시 영등포구 경인로 755 (문래동3가)","Y","체육도장업","서울 영등포구 경인로 755"
"","N","",936,"20070328","폐업","2016-12-31","","37.5118072793","150840",127,"","권투","영등포구","","150840","126.914676285","2022-04-22","신고","서울특별시","보성힐권투체육관","서울특별시 영등포구 도신로53길 10 (신길동)","Y","체육도장업","서울 영등포구 도신로53길 10"
"서울특별시","N","",937,"20100427","정상운영","2016-12-31","","37.49105717","150822",255,"","권투","영등포구","","150822","126.907558007","2016-12-31","신고","서울특별시","용인대탑 권투체육관","서울특별시 영등포구 시흥대로 659-1 (대림동)","Y","체육도장업","서울 영등포구 시흥대로 659-1"
