addr_ctpv_nm,nation_yn,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,sdwn_ymd,faci_gfa,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"강원도","N",583,"20190328","정상운영","2019-11-13","실내","37.87776293408374","24280","",139,"t48unbF7Ufl72M9qoAXg1IfC7STfcOvLSkTJavAYGzU=","태권도","춘천시","후평동","춘천시","24280","127.74968620956102","2023-03-19","신고","강원도","용인대 행복한 태권도장(후평관)","강원도 춘천시 백령로 214 (후평동)","Y","체육도장업","강원도 춘천시 후평동 67-78"
"","N",584,"20161226","정상운영","2016-12-26","실내","37.6830399972","10290","",295,"6kHxo5oNm/wUnRlE6QV32lxtT9Q7kU39e1USn/XV1Bk=","태권도","고양시","화정동","","10290","126.8488258124","2023-03-28","신고","경기도","K-타이거즈","경기도 고양시 덕양구 원당로393번길 9, 1층 (원당동)","Y","체육도장업","경기도 고양시 덕양구 원당동 640번지 "
"경기도","N",585,"20020226","정상운영","2017-02-03","실내","37.8301234491","12418","",194,"b6413YbxZk+HMprI3Qj2HNB/KccMARuCt0YNsaC1Agc=","태권도","가평군","읍내리","가평군","12418","127.510974184","2023-03-20","신고","경기도","충효체육관","경기도 가평군 가평읍 석봉로 168","Y","체육도장업",""
"","N",586,"20161226","폐업","2016-12-26","실내","37.6394244249","10477","20230327","","0vfNnD1VJcC5azjuO9Ppqa1xVkec75/nicNtFSCSM+k=","태권도","고양시","화정동","","10477","126.8338197717","2023-03-28","신고","경기도","화정 세심 태권도장","경기도 고양시 덕양구 화중로138번길 27 (화정동)","Y","체육도장업","경기도 고양시 덕양구 화정동  891 충현유치원"
"","N",587,"20161231","정상운영","2016-12-31","","36.8057163703","","","","odDaRQcDcn1EP/RPOs9mQUfD+84qAZpxzi2c2g3nkhs=","태권도","천안시","","","","127.13600537","2023-04-15","신고","충청남도","대성체육관","충청남도 천안시 충청남도 천안시 동남구 봉명6길 3 (봉명동)","Y","체육도장업","충청남도 천안시 충청남도 천안시 동남구 봉명6길 3 (봉명동)"
"","N",588,"20080716","정상운영","2017-07-12","실내","37.3158903889","","",154,"Zrzi9fBa6Gsc9dNsYQaKy5siz72hs9JcGRHT2Lhbve8=","태권도","용인시","","","","127.07356324","2023-04-15","신고","경기도","성복용인대백호태권도","수지구 성복2로 114","Y","체육도장업",""
"","N",589,"20080205","정상운영","2017-07-12","실내","37.329701449721384","16872","",103,"MwbUaVgqtgUAWx4F5bkd4T/EqgDKa//7LfOmHE3SFFg=","태권도","용인시","","","16872","127.11437290185775","2023-04-15","신고","경기도","수지정훈태권도장","경기도 용인시 수지구 대지로 49 (죽전동, 죽전퍼스트하임)","Y","체육도장업","경기도 용인시 수지구 죽전동 488 죽전퍼스트하임"
"","N",590,"20161231","정상운영","2016-12-31","실내","","34219","",291,"hjQ3cwwqCLkng0kiVg9KaIQtcIWoeu+AP1xzkqQszpI=","태권도","유성구","","","34219","","2023-05-02","신고","대전광역시","드리움태권도","대전광역시 유성구 대정로28번안길 83, 4층 (대정동)","Y","체육도장업","대전광역시 유성구 대정동 312-6 4층 "
"","N",591,"20161231","정상운영","2016-12-31","없음","37.5551310338","133798","",66,"ruBWr35eJN6C7NVg10ZEegEMI1iVG+EL/50JRZOhF1I=","태권도","성동구","","","133798","127.036256063","2023-04-15","신고","서울특별시","인성 태권도 교육관","서울특별시 성동구 행당동 349번지 행당한신@ 상가 401호","Y","체육도장업","서울 성동구 행당동 349"
"전라북도","N",592,"20041102","폐업","2016-12-15","","35.973830432","54084","20230323","","5TPB6wyP6lCfBbCoIslw5mvuD7Q48gU2Y5cNTmsM8O0=","태권도","군산시","경장동","군산시","54084","126.724503661","2023-03-24","신고","전라북도","올림픽태권도 전문교육관","전라북도 군산시 팔마로 212 (경장동)","Y","체육도장업","전라북도 군산시 경장동  468-3 보일러서비스전문점"
"경기도","N",593,"20220725","정상운영","2023-04-21","없음","37.5170872477615","14472","",340,"","태권도","부천시","원종동","부천시","14472","126.807386395791","2023-04-21","신고","경기도","우리두리","경기도 부천시 삼작로410번길 59 (원종동)","Y","체육도장업","경기도 부천시 원종동 352"
"부산광역시","N",594,"20170705","정상운영","2017-07-05","실내","35.17307142835482","48083","",141,"vnLw3uNJQjn9iRGu7Jt4QO20Xdv6oQyXLorAeZRJ9qI=","태권도","해운대구","좌동","해운대구","48083","129.16750925883625","2023-02-13","신고","부산광역시","SR태권도체육관","부산광역시 해운대구 좌동순환로 76 (좌동)","Y","체육도장업","부산광역시 해운대구 좌동 1270-3 신도프라자"
"경상남도","N",595,"20141001","폐업","2016-12-31","실내","35.3166606244","50653","20230308",171,"zdGY4/4e+JTBD3TVvvG3u+qo86cauAd0T2C9ZqvY7IM=","태권도","양산시","가촌리","양산시","50653","129.0033276962","2023-03-11","신고","경상남도","레전드태권도장","경상남도 양산시 물금읍 청운로 188","Y","체육도장업","경상남도 양산시 물금읍 가촌리 1280-1 나래시티"
"","N",596,"20161231","폐업","2016-12-31","실내","36.3134183843","305251","20230331",271,"5tSaKu92QNiaPRqNr3VDqpIbc+/qGQl+Le1uTw3okcA=","태권도","유성구","","","305251","127.321079795","2023-04-01","신고","대전광역시","대정태권도장","대전광역시 유성구 대정로28번안길 83, 4층 (대정동)","Y","체육도장업","대전 유성구 대정로28번안길 83"
"","N",597,"20161231","정상운영","2016-12-31","실내","","","","","2BSTa+gD1o3EXQ6O8OsvYCn/lY3rNmo9bGpqlLsiI3A=","태권도","수원시","","","","","2023-03-31","신고","경기도","용인대우리동네태권도장","경기도 수원시 팔달구 권광로 373, 121동 304-5호 (우만동,월드아파트상가)","Y","체육도장업","경기도 수원시 팔달구 우만동 600 월드아파트상가 121동 304-5호"
"경상북도","N",598,"20230328","정상운영","2023-04-17","실내","36.0828764347577","37587","",400,"","태권도","포항시","장성동","포항시","37587","129.3922042971","2023-04-17","신고","경상북도","위플레이 태권도장","경상북도 포항시 북구 천마로71번길 41 (장성동)","Y","체육도장업","경상북도 포항시 북구 장성동 1414-1"
"인천광역시","N",599,"20161222","정상운영","2016-12-22","실내외","37.5946000267","22647","",0,"zZQ//XZoeNDB5FCjqgst3ToAuvj9qtESvQUq2nHsX1o=","태권도","서구","원당동","서구","22647","126.6968268009","2023-03-25","신고","인천광역시","경희대 아이스타 태권도장","인천광역시 서구 고산후로121번길 21 (원당동)","Y","체육도장업","인천광역시 서구 원당동  825-5 LG프라자"
"","N",600,"20161231","폐업","2016-12-31","실내","36.3148368611","301815","20230309",213,"bp48IFdNdx9UG8+BFX6SmR0CGxVsucHfUaJTVHx55Lk=","태권도","중구","","","301815","127.433565454","2023-03-11","신고","대전광역시","맹호태권도","대전시 중구 대종로 327, 3층 (부사동)","Y","체육도장업","대전 중구 대종로 327"
"광주광역시","N",601,"20030409","폐업","2016-12-31","실내","35.0815949412","503200","20221019",164,"uAL2fVopQDsk7BbmRhoOxF+tT5Uyd4EswgHLWZS2/pk=","태권도","남구","","남구","503200","126.832280494","2023-03-11","신고","광주광역시","천마체육관","광주광역시 남구 고싸움로 161 (지석동)","Y","체육도장업","광주 남구 고싸움로 161"
"","N",602,"20040809","정상운영","2016-12-31","실내","","47894","",390,"MSfbtjnG1BnmebdKMV82fs2wXaWzlvh4Vw5oLQNDn0k=","태권도","동래구","","","47894","","2023-03-11","신고","부산광역시","국가대표 경희대 빛 태권도","부산광역시 동래구 안연로 80, 지하1, 지상5층 (안락동)","Y","체육도장업","부산광역시 동래구 안락동 721-4 "
"","N",603,"20161231","정상운영","2016-12-31","실내","37.5582881769","04928","","","iVeH2g2GgOketz77qn7xk4FIG0hR17psHYLipEJhfOs=","태권도","광진구","","","04928","127.0828018969","2023-03-14","신고","서울특별시","영광체육관 (태권도)","서울특별시 광진구 천호대로111길 41, 2층 (중곡동)","Y","체육도장업","서울특별시 광진구 중곡동 141-12 2층 "
"경기도","N",604,"20161231","정상운영","2016-12-31","실내","37.3710839056756","15802","",167,"hREZrEYO3NDc5CF8wyd6KAdHIoBzBQ7tzYWYrxxRd2s=","태권도","군포시","산본동","군포시","15802","126.933974013894","2023-03-27","신고","경기도","백호태권도장","경기도 군포시 고산로 679(산본동)","Y","체육도장업","경기도 군포시 산본동 1061-3 미성프라자"
"충청남도","N",605,"20200107","정상운영","2020-12-22","없음","","32005","",196,"2pggoMQ2+H1nMRyFTuCcVkKoUgyk2I9jQbQVd452gRM=","태권도","서산시","석남동","서산시","32005","","2023-03-30","신고","충청남도","JKJ 파워점핑 줄넘기 클럽","충청남도 서산시 여전중앙길 56, 1층 (예천동)","Y","체육도장업","충청남도 서산시 예천동 803-1 "
"충청남도","N",606,"20081222","정상운영","2017-01-12","실내","","32005","",182,"QhifK5y8Ev8fHbRDBUFlrdLWqqRuqEm3K6qrRfnZgbA=","태권도","서산시","석남동","서산시","32005","","2023-03-30","신고","충청남도","장광재태권도","충청남도 서산시 여전중앙길 56, 1층 (예천동)","Y","체육도장업","충청남도 서산시 예천동 803-1 "
"전라북도","N",607,"20170830","정상운영","2017-08-30","실내","35.5832456459","56173","",246,"dmUJEyw3ejlkHZsPMNnW1ggxJrxJbklySNleYwGsA3Q=","태권도","정읍시","수성동","정읍시","56173","126.8618160618","2023-03-31","신고","전라북도","인성태권도장","전라북도 정읍시 수성5로 59 (수성동)","Y","체육도장업",""
"서울특별시","N",608,"19940113","정상운영","2016-12-31","실내외","37.537664611","134809","",86,"keAu1fMW3uIJLn1JIGZaFxp2gAG6F9fFkCBbnoZBSQE=","태권도","강동구","","강동구","134809","127.145728097","2023-05-15","신고","서울특별시","한국체대석사 태풍태권도장","서울특별시 강동구 양재대로116길 95 (길동)","Y","체육도장업",""
"제주특별자치도","N",609,"20200320","정상운영","2020-03-27","없음","33.4746003037465","63247","",235,"FPGTkljGeGAzOCbSb2MfSvJmOizyGymBZilep6XEyQs=","태권도","제주시","아라일동","제주시","63247","126.548639414461","2023-03-25","신고","제주특별자치도","품 태권도장","제주특별자치도 제주시 인다10길 27 (아라일동)","Y","체육도장업","제주특별자치도 제주시 아라일동 6115-7 강호체육관"
"","N",610,"19970206","정상운영","2016-12-31","실내","37.466693474","","",166,"tVBa0PxtPoMmffJ09TRMHlIrcYdmwPJHo3mX4AmOlXw=","태권도","남동구","","","","126.697900225","2023-05-11","신고","인천광역시","승리태권스쿨","인천광역시 남동구 인천광역시 남동구 석정로 563 (간석동,(3층))","Y","체육도장업","인천광역시 남동구 인천광역시 남동구 석정로 563 (간석동,(3층))"
"","N",611,"20161231","폐업","2016-12-31","실내","35.8901920616","702809","20230511",234,"kiY1ioZM29T2ItSspi/1s9j+iwZwtCbvUrHZiE9yB2s=","태권도","북구","","","702809","128.580345954","2023-05-12","신고","대구광역시","선인태권도장 (2관)","대구광역시 북구 오봉로6길 33 (노원동1가, 지상3층)","Y","체육도장업","대구 북구 오봉로6길 33"
"경기도","N",612,"20161231","정상운영","2016-12-31","실내","37.30504619813109","16356","",215,"Wu8jfPDgP/q0AwZn4fZkZCbHkYSA1ukCQ9PgxfKk7Iw=","태권도","수원시","율전동","수원시","16356","126.96855670321347","2023-04-17","신고","경기도","푸른하늘태권도장","경기도 수원시 장안구 상률로12번길 70-13 (율전동)","Y","체육도장업","경기도 수원시 장안구 율전동 550 상지빌딩"
"경기도","N",613,"20161231","정상운영","2016-12-31","실내","37.3031944068276","16281","",0,"mIwDV72kO2luG6gh5GECGftRGOiPBdSbWiNBqcHh78Y=","태권도","수원시","조원동","수원시 장안구","16281","127.016102733221","2023-04-17","신고","경기도","경희대라이언태권도","경기도 수원시 장안구 금당로39번길 6 (조원동)","Y","체육도장업","경기도 수원시 장안구 조원동 859-3"
"경기도","N",614,"20030203","정상운영","2021-06-25","없음","37.2574123147102","16707","",83,"vcKsrdOVyzbKwZnSzEHKBO8s1oCALJTzJqLV9e/vZJo=","태권도","수원시","영통동","수원시 영통구","16707","127.074354598497","2023-04-17","신고","경기도","청명태권도체육관","경기도 수원시 영통구 청명로 132 (영통동, 영통에듀파크)","Y","체육도장업","경기도 수원시 영통구 영통동 957-6 영통에듀파크"
"","N",615,"20150907","정상운영","2016-12-31","실내","36.5197177308","30062","",210,"TtSE4jbKDbJJhxdq+yXGYRTbkoKpZSskf/JNcR30K54=","태권도","세종시","고운동","","30062","127.2358776889","2023-03-15","신고","세종특별자치시","경희대 고운 태권도","세종특별자치시  마음로 272-3 (고운동)","Y","체육도장업",""
"경기도","N",616,"20111229","정상운영","2016-12-21","실내외","37.17202233106044","18110","",94,"qOlJF/snoDhWTChXlaMyEew3wjESt1p4oLaoYogocMk=","태권도","오산시","수청동","오산시","18110","127.05337642015844","2023-04-21","신고","경기도","정석태권도장","경기도 오산시 수목원로 422 (수청동)","Y","체육도장업","경기도 오산시 수청동 581 물향기마을휴먼시아꿈에그린"
"경기도","N",617,"20200813","정상운영","2020-10-14","없음","","13260","",355,"q0LTU9JPzuYEgbGnnlWlMqQsylP7CUng6YyZpladXWM=","태권도","성남시","신흥동","성남시 수정구","13260","","2023-03-14","신고","경기도","CTA 퍼스트 태권도장","경기도 성남시 수정구 수정로 291, 산성역포레스티아아파트 505, 506호 (신흥동)","Y","체육도장업","경기도 성남시 수정구 신흥동 6953 산성역포레스티아아파트 "
"경기도","N",618,"20170808","정상운영","2017-12-28","실내","","14351","",123,"3iUyZWXjV7hxeHVwHAcAH/jdIPn8gHW2Jf0TYDGicMU=","태권도","광명시","일직동","광명시","14351","","2023-03-17","신고","경기도","ILLUSTER태권도장","경기도 광명시 양달로10번길 7-8 (일직동)","Y","체육도장업","경기도 광명시 일직동 523-5"
"대구광역시","N",619,"19960420","정상운영","2016-12-07","실내","35.87625094553596","41239","",179,"epM6Axr0SIQSvHerYSoYzugrEvCp4NvUXEEmW1E0d8I=","태권도","동구","효목동","동구","41239","128.64045718589685","2023-05-07","신고","대구광역시","필승태권도장","대구광역시 동구 화랑로25길 1 (효목동)","Y","체육도장업","대구광역시 동구 효목동 535 동구시장상가"
"","N",620,"20170123","정상운영","2017-01-23","실내","37.3596629648","15021","","","E8iyvCzqJKTCyjGwGvHH3nOT8Z3o6yg3bHMtYdgsxrg=","태권도","시흥시","정왕동","","15021","126.727316922","2023-04-20","신고","경기도","가온 태권도장","경기도 시흥시 정왕신길로49번길 19 (정왕동)","Y","체육도장업",""
"경기도","N",621,"20161227","폐업","2016-12-27","실내","37.6895838916","10348","20230313",149,"wfekdaS+ZSHQ/V+FnhcQAZYfaD51BjPi7epO0dZRZ64=","태권도","고양시","일산동","고양시 일산서구","10348","126.7659267756","2023-03-14","신고","경기도","청기와 체육교실","경기도 고양시 일산서구 산현로 34 (일산동, 동문1차아파트)","Y","체육도장업",""
"경기도","N",622,"20161231","정상운영","2016-12-31","실내외","","17374","",173,"ImURJKLq6xsEGOP50jKdTSFYdZTMoPTC+d+K9v/jELQ=","태권도","이천시","","이천시","17374","","2023-04-04","신고","경기도","참피온태권도장","경기도 이천시 남천로 51 (중리동)","Y","체육도장업","경기도 이천시 중리동 206-5 "
"","N",623,"20100325","정상운영","2016-11-07","없음","37.7585737937","480826","",152,"xNHoNWA6GPvKJR5yDkT5Sdi+Xm3zSjGgfq4d0iLBhRY=","태권도","의정부시","","","480826","127.032819023","2023-03-31","신고","경기도","용인대인성태권도장","경기도 의정부시 진등로 6, 4층 (녹양동)","Y","체육도장업","경기 의정부시 진등로 6"
"경기도","N",624,"20161231","정상운영","2016-12-31","실내","37.4387167658","462815","",86,"FNeGnR09Ikx3mRxkyLdm4KI0dzCkFlXps/steN9N8es=","태권도","성남시","","성남시","462815","127.161766932","2023-03-31","신고","경기도","신성태권도장","경기도 성남시 중원구 희망로344번길 45 (상대원동)","Y","체육도장업","경기 성남시 중원구 희망로344번길 45"
"경기도","N",625,"20161231","정상운영","2016-12-31","실내","37.459466423","462831","",75,"oXgwylPfc+Jtj8kjgfMNi9pSIEtKnRhUkMvTiW15Peg=","태권도","성남시","","성남시","462831","127.16614739","2023-03-31","신고","경기도","송재호 태권스쿨","경기도 성남시 중원구 은이로5번길 23 (은행동)","Y","체육도장업","경기 성남시 중원구 은이로5번길 23"
"경기도","N",626,"20161231","정상운영","2016-12-31","실내","37.4510295647","462850","",141,"roQrjxF/JQWvfv+ku+OLozlePm8ngcjZg8kcuxEEjYY=","태권도","성남시","","성남시","462850","127.173519956","2023-03-31","신고","경기도","왕호 태권도","경기도 성남시 중원구 황송로 77 (금광동,래미안금광상가 2층 214호)","Y","체육도장업","경기 성남시 중원구 황송로 77"
"","N",627,"20140219","정상운영","2016-12-31","실내","","31207","",138,"Oxl8Jmb6y0HgQYo9vNOzf0P61V4BR/tMGQGMDyMvstI=","태권도","천안시","","","31207","","2023-03-31","신고","충청남도","경희대한얼태권도","충청남도 천안시 동남구 통정9로 66, 201호 (신방동)","Y","체육도장업","충청남도 천안시 동남구 신방동 1942 "
"대구광역시","N",628,"20221227","정상운영","2023-03-31","실내","0","42075","",130,"","태권도","수성구","","수성구","42075","0","2023-03-31","신고","대구광역시","SKYKICK 하늘찬태권도장","대구광역시 수성구 교학로 76 (만촌동)","Y","체육도장업","대구광역시 수성구 만촌동 876-12"
"","N",629,"20051122","정상운영","2016-12-31","실내","35.1922829141","607825","",173,"eILD+PxSDpxsqGdcqyj7OmVJ3jrBHEAg3KwL82+41cw=","태권도","동래구","","","607825","129.110848913","2023-03-31","신고","부산광역시","명품 백두 태권도","동래구 연안로64번길 4 (안락동,4층)","Y","체육도장업",""
"서울특별시","N",630,"20161231","정상운영","2016-12-31","실내","37.5068280283","138863","",124,"jkBcfVmhFpiqTcS2M0LfD7ZDtQAZx+ucYrwMa42LwVM=","태권도","송파구","","송파구","138863","127.083218914","2023-03-30","신고","서울특별시","한국체대 탑 태권도장","서울특별시 송파구 올림픽로12길 54 (잠실동)","Y","체육도장업",""
"서울특별시","N",631,"20161231","정상운영","2016-12-31","실내","37.4993136232","07047","",134,"Su2+k97oTUhaloVD5LqUouY+O3z1N80wBaXQeFmEK2U=","태권도","동작구","","동작구","07047","126.9433895524","2023-03-30","신고","서울특별시","상도태권도 신상도점","서울특별시 동작구 장승배기로 7, 3층 (상도동)","Y","체육도장업","서울특별시 동작구 상도동 208-8 "
"","N",632,"20161205","정상운영","2016-12-05","실내","36.6215203431","28408","","","QGVu9pgHL3WIOmcPmNNlscafYXJCRODGzy2sIhrWRGM=","태권도","청주시","가경동","","28408","127.4417829724","2023-04-22","신고","충청북도","혜성태권도","충청북도 청주시 흥덕구 가경로 64 (가경동, 동부아파트)","Y","체육도장업","충청북도 청주시 흥덕구 가경동  1517 동부아파트"
"경기도","N",633,"20161231","정상운영","2016-12-31","실내","37.2553852638211","16562","",0,"s7yEC/QuhT8YTTlCs5YKQ/9Qpsd6yB77O09SkNDZTog=","태권도","수원시","권선동","수원시 권선구","16562","127.035425661773","2023-05-10","신고","경기도","올림픽태권도체육관","경기도 수원시 권선구 동수원로285번길 10 (권선동)","Y","체육도장업","경기도 수원시 권선구 권선동 1170-6"
"충청남도","N",634,"20060208","정상운영","2016-12-31","없음","36.7606609350707","31224","",84,"1fb044GpsH9bGXg+r46rZFy7KI9ZmGwBXkWGHH5EGEg=","태권도","천안시","응원리","천안시 동남구","31224","127.179247324132","2023-03-14","신고","충청남도","용인대부영태권도장","충청남도 천안시 동남구 목천읍 삼성5길 62","Y","체육도장업","충청남도 천안시 동남구 목천읍 응원리 241-32 제일아이조움프라자"
"충청남도","N",635,"20160201","정상운영","2016-12-21","실내","36.3603061091","33443","",195,"qvpQYF7NPT0bp4Y3FMdLTyODm1aKylvLuNry5o9Ya3o=","태권도","보령시","죽정동","보령시","33443","126.6015062928","2023-03-15","신고","충청남도","오덕태권도체육관","충청남도 보령시 지장골길 110-10 (죽정동)","Y","체육도장업","충청남도 보령시 죽정동  663-4 오덕체육관"
"인천광역시","N",636,"20220325","정상운영","2023-03-30","없음","37.3890111897813","22009","",266,"","태권도","연수구","송도동","","22009","126.634032775089","2023-03-30","신고","인천광역시","경희대 멘토 태권도장&점프스타 줄넘기 클럽","인천광역시 연수구 컨벤시아대로230번길 54(송도동)","Y","체육도장업","인천광역시 연수구 송도동 98-1"
"경상북도","N",637,"20221230","정상운영","2023-04-17","없음","36.0778534143345","37594","",198,"","태권도","포항시","장성동","포항시 북구","37594","129.393483816147","2023-04-17","신고","경상북도","장성 아이원 태권도장","경상북도 포항시 북구 양덕남로 10 (장성동)","Y","체육도장업","경상북도 포항시 북구 장성동 1440-2 연화성빌딩"
"경기도","N",638,"20161231","정상운영","2016-12-31","실내","37.4590893746","13151","",288,"EU9tmcHLIX4los/PNQuf577JHJZs8sNu0V8KTrTo0/s=","태권도","성남시","은행동","성남시 중원구","13151","127.1677244244","2023-05-07","신고","경기도","동영태권도장","경기도 성남시 중원구 순환로453번길 51 (은행동)","Y","체육도장업","경기도 성남시 중원구 은행동 550-3"
"경기도","N",639,"20161107","정상운영","2016-11-07","실내","37.4564992918","13154","",99,"Vl6EvLBWWqW6i+4eT1r5LFgPgykcydyGpKSYSxRNtUc=","태권도","성남시","은행동","성남시 중원구","13154","127.1693913946","2023-05-07","신고","경기도","사랑가득 희망 태권도장","경기도 성남시 중원구 은이로47번길 9 (은행동)","Y","체육도장업","경기도 성남시 중원구 은행동 1155"
"경기도","N",640,"20161231","정상운영","2016-12-31","실내","37.437406938371524","13243","",75,"o51Xp2W0O4wZYtqzDz90tx2/j9o+0zP0k8wf/n0SuVk=","태권도","성남시","상대원동","성남시 중원구","13243","127.16289858520007","2023-05-07","신고","경기도","화랑 태권도장","경기도 성남시 중원구 박석로49번길 28 (상대원동)","Y","체육도장업","경기도 성남시 중원구 상대원동 2637"
"경기도","N",641,"20161231","정상운영","2016-12-31","실내","37.4329729245","13391","",115,"sL9B6rAlJndDPF+8Ym680QhB6QAM6oQo6fFStEXHw+Q=","태권도","성남시","하대원동","성남시","13391","127.1556305888","2023-05-07","신고","경기도","대한민국 태권도장","경기도 성남시 중원구 둔촌대로 363 (하대원동, 자이아파트)","Y","체육도장업","경기도 성남시 중원구 하대원동 539 자이아파트"
"세종특별자치시","N",642,"20150625","정상운영","2016-12-31","실내","36.4825700406775","30130","",336,"2QbAenEW6Mjr4X9EKGpne+3lvhf47YhA6cvGd6k1Tr0=","태권도","세종시","나성동","세종시","30130","127.26014541149","2023-03-27","신고","세종특별자치시","용인대 참샘 태권도","세종특별자치시 한누리대로 201(나성동)","Y","체육도장업","세종특별자치시 나성동 715 우빈가온"
"경상북도","N",643,"20190528","폐업","2019-06-03","없음","35.976569957590236","37903","20230317",82,"BsDp+jqfuGL/PdQr2AFHG7oXdnv0yn+l8RAjMH4sWhg=","태권도","포항시","용덕리","포항시","37903","129.41560019963387","2023-03-18","신고","경상북도","성공 태권도장","경상북도 포항시 남구 오천읍 충무로 53","Y","체육도장업","경상북도 포항시 남구 오천읍 용덕리 388 제일맨션5차상가"
"경기도","N",644,"20230216","정상운영","2023-04-02","없음","37.5615644351501","12913","",320,"","태권도","하남시","망월동","하남시","12913","127.192991876605","2023-04-02","신고","경기도","경희대석사 The 비채 태권도장","경기도 하남시 미사강변동로 73 (망월동)","Y","체육도장업","경기도 하남시 망월동 1117 미사강변 노블레스"
"경기도","N",645,"20220513","정상운영","2023-04-17","없음","0","18611","",104,"","태권도","화성시","","화성시","18611","0","2023-04-17","신고","경기도","원(one) step 특수체육센터","경기도 화성시 향남읍 상신하길로298번길 11","Y","체육도장업","경기도 화성시 향남읍 하길리 1471-4"
"경기도","N",646,"20180102","정상운영","2023-04-17","없음","0","18559","",101,"","태권도","화성시","","화성시","18559","0","2023-04-17","신고","경기도","한양 태권도장","경기도 화성시 우정읍 장작원길 37-12","Y","체육도장업","경기도 화성시 우정읍 주곡리 825-3"
"경기도","N",647,"20161231","정상운영","2016-12-31","실내","37.252483919876","16697","",0,"7XU1EjRVjvfx83TWqxkYXySEPZtt8F5xC8PDWKyG0jM=","태권도","수원시","영통동","수원시 영통구","16697","127.065429769391","2023-04-27","신고","경기도","고려태권도장","경기도 수원시 영통구 매영로310번길 46 (영통동)","Y","체육도장업","경기도 수원시 영통구 영통동 964-4 소망문화센터"
"경기도","N",648,"20170620","정상운영","2017-06-20","실내","37.5256561881","14438","",238,"8ci/m0Yt90h4KUB0cJWW/jEbi+OF2IGeieDE12c87MM=","태권도","부천시","오정동","부천시","14438","126.7857622065","2023-04-26","신고","경기도","인하코리아태권도장","경기도 부천시 부천로464번길 43 (오정동)","Y","체육도장업",""
"경기도","N",649,"20221214","정상운영","2023-04-27","없음","37.4998852372893","14550","",142,"","태권도","부천시","중동","부천시","14550","126.780690635758","2023-04-27","신고","경기도","국가대표 가온 태권도장","경기도 부천시 옥산로 71 (중동)","Y","체육도장업","경기도 부천시 중동 1103 꿈마을"
"전라남도","N",650,"20220405","정상운영","2022-11-01","없음","","58125","",224,"pU33gfQQMM9FTQ3VrusVNHu3G/le2ugPfn0MWMsgwKo=","태권도","화순군","","화순군","58125","","2023-03-01","신고","전라남도","조이태권도","전라남도 화순군 화순읍 중앙로 92, 삼화빌딩 3층","Y","체육도장업","전라남도 화순군 화순읍 만연리 220 삼화빌딩 "
"경기도","N",651,"19900112","정상운영","2016-12-31","실내","","11912","",130,"EBy7qrs3BQVNcpZkwYAx/v7PYpWHYFMQMR8/h9j0eSU=","태권도","구리시","","구리시","11912","","2023-02-23","신고","경기도","구리 MTA 태권도장","경기도 구리시 인창1로 1 (인창동)","Y","체육도장업","경기도 구리시 인창동 554-9 "
"","N",652,"19991221","정상운영","2016-12-31","실내","","","",241,"5w4cSCxdHFCUUIL7JTALOuHQnaYvLvd/DnuXZK++eU8=","태권도","사하구","","","","","2023-02-23","신고","부산광역시","청무체육관","부산광역시 사하구 다대로 473 (다대동,현대아파트 상가1동 4층 11호 ~ 15호)","Y","체육도장업","부산광역시 사하구 다대동 120-1 현대아파트 상가1동 4층 11호 ~ 15호 "
"","N",653,"20161231","폐업","2016-12-31","실내","37.2618975856","","20230225",132,"YpnMt3/sxRe2NSHyBp/uTNraBb8rI8ApVmATYV4z8jA=","태권도","수원시","","","","127.007219398","2023-03-01","신고","경기도","태권인 태권도장","경기도 수원시  권선구 세류동 338-9번지 ","Y","체육도장업","경기도 수원시  권선구 세류동 338-9번지 "
"서울특별시","N",654,"20161231","정상운영","2016-12-31","실내","","08049","",102,"D7g6BNYvcT9pe0ZlJMYb4nXAVDtLo7/3qb/WJTck9xY=","태권도","양천구","신정동","양천구","08049","","2023-02-24","신고","서울특별시","신은태우태권도장","서울특별시 양천구 신정이펜2로 20, 서남프라자1 7층 701호 (신정동)","Y","체육도장업","서울특별시 양천구 신정동 1320 서남프라자1 "
"인천광역시","N",655,"20221103","정상운영","2022-11-11","실내","37.5840586302335","22871","",151,"rc2Yhc4/O3LEngvdcMbvKwada+AV7QkHba67qoDm67g=","태권도","서구","당하동","서구","22871","126.706921348628","2023-02-24","신고","인천광역시","더뉴 경희대 스마트 태권도장","인천광역시 서구 서로3로 50(당하동, 검단신도시 모아미래도 엘리트파크)","Y","체육도장업","인천광역시 서구 당하동 0 검단신도시 모아미래도 엘리트파크"
"인천광역시","N",656,"20230309","정상운영","2023-03-31","없음","37.4484800226909","22218","",216,"","태권도","남구","","남구","22218","126.670842454991","2023-03-31","신고","인천광역시","멘토태권도장","인천광역시 미추홀구 인하로 206 (주안동)","Y","체육도장업","인천광역시 미추홀구 주안동 737-7"
